MaxTemp,MinTemp,Humidity,Radiation,WindSpeed,Rainfall
44.31,32.5,42.93,26.72,9.35,25.2
38.08,29.85,61.86,33.44,13.53,23.53
31.92,25.49,80.8,53.97,27.08,24.49
30.98,24.72,79.1,57.19,30.1,23.24
32.57,25.29,82.2,54.63,26.66,26.71
36.06,26.95,83.1,47.75,18.98,24.95
38.21,28.68,60.27,35.66,17.77,27.03
40.28,29.68,58.51,28.26,11.64,26.73
39.88,30.09,56.24,28.4,11.37,26.42
36.53,29.75,62.74,41.75,19.79,19.61
35.66,28.58,77.8,51.67,22.96,25.57
35.66,26.83,85.9,54.62,21.21,25.73
32.66,25.4,83.3,55.47,26.73,18.36
36.54,27.26,72.1,41.16,15.48,26.36
32.92,26.11,61.25,29.36,13.06,26.73
34.12,24.95,43.49,25.95,11.85,28.02
36.61,25.57,59.9,28.66,13.06,26.42
38.08,27.48,56.78,30.04,12.18,26.51
37.01,26.83,63.52,31.15,10.43,26.3
35.06,25.04,66.17,42.86,17.77,25.83
35.8,26.68,85.6,51.18,17.91,25.35
37.47,26.99,74.2,38.45,11.91,26.51
37.94,28.31,66.34,42.73,18.58,25.49
38.14,28.08,80.5,45.91,12.79,24.1
36.14,28.14,60.6,42.01,23.22,23.23
33.79,26.07,83.5,48.8,23.03,25.39
35.8,26.65,84.2,45.2,22.75,23.67
36.94,27.91,77.3,44.55,17.43,24
37.67,28.62,69.9,39.87,17.5,23.86
34.53,26.25,70.8,36.07,18.58,23.66
28.58,21.78,87.3,56.82,28.49,18.59
24.21,19.73,93.8,80.3,59.63,14
28.63,21.57,91,65.27,29.3,23.36
30.17,22.77,91.9,60.92,29.9,22.89
29.37,23.08,87.7,48.06,18.39,23.55
28.09,21.95,74,41.86,24.12,24.09
29.16,21.78,88.7,50.76,21.35,23.08
30.17,22.37,76.2,48.1,19.73,22.41
31.18,23.68,81.5,47.94,20.67,22.03
34.19,25.71,76.5,43.27,21.81,20.43
28.63,23.1,86.9,61.02,35.23,18.59
26.15,21.78,81.1,61.5,35.03,14.07
24.01,18.64,79.8,39.4,21.9,23.47
30.18,18.69,66.06,38.52,12.12,23.05
31.72,19.8,65.18,38.33,11.18,22.38
32.32,20.89,64.42,39.78,14.28,22.51
30.18,21.47,61.79,39.3,18.05,13.92
31.04,23.34,77.5,43.56,17.98,21.32
30.44,22.86,84.5,58.18,23.5,18.92
30.24,21.99,88.8,52.92,22.9,20.81
30.44,21.58,70.2,45.89,18.99,21.34
29.51,21.62,83.3,51.3,20.88,20.24
30.3,22.11,70.7,45.99,22.36,20.75
31.51,22.46,75.8,49.83,23.03,19.72
33.93,22.93,75.7,43.4,16.83,19.55
33.59,23.67,72.4,43.25,17.57,19.91
32.66,23.06,75.7,42.76,15.49,20.41
26.96,20.13,47.67,31.61,17.58,18.6
28.51,17.46,68.08,37.71,13.67,20.6
30.04,17.96,63.07,34.36,10.91,21.12
30.71,17.69,57.96,34.83,10.98,20.71
26.9,18.77,70,40.54,25.46,15.11
29.91,21.23,63.86,43.68,20.88,16.4
26.3,19.07,76.6,53.68,29.71,7.69
20.8,17.06,93.5,82.5,61.18,5.497
21.74,18.62,95.5,87.7,69.69,4914
19.86,18.07,94.7,90.3,75.3,5892
19.66,15.15,95.9,77.1,40.38,15.12
18.17,15.05,88.4,76.6,57.03,10.72
23.07,16.2,94.8,75.4,37.47,18.25
22.4,16.61,95.1,75.7,46.36,13.68
18.19,16.34,94.9,87.1,76.7,3432
21.66,17.13,95.7,84.9,63.48,11.92
22.2,17.26,94.7,80.3,52.7,12.95
21.39,16.21,95.9,82.8,44.88,12.52
21.39,17.51,96,80.7,54.65,15.3
20.94,17.53,94.3,84.7,67.48,5768
21.99,16.57,96.5,83.5,54.58,15.42
24.88,16.53,94,76.3,37.87,16.45
25.43,16.25,93,75.6,34.7,15.35
26.7,17.42,91.7,70.4,32.14,16.53
26.24,18.49,95.5,68.29,40.36,12.56
26.44,19.92,91.3,71.8,40.23,4.911
25.35,18.93,94.2,81.2,54.03,12.98
24.69,18.63,95.3,81.5,53.57,11.43
20.99,16.7,95,81.1,51.22,13.94
20.79,15.01,93.4,78,48.05,13.82
23.21,15.43,93.3,77,40.78,14.11
22.2,15.69,93.8,78.3,50.07,12.88
20.47,15.9,92.2,61.51,30.67,12.57
19.12,12.43,90.8,61.63,34.52,13.34
19.52,11.34,86.1,63.7,28.78,15.2
21,11.22,89,66.69,26.15,13.17
20.52,12.4,89.6,72,44.15,12.76
18.71,13.89,85,53.92,29.73,13.23
17.91,11.05,85.5,58.6,31.08,12.28
17.77,10.15,92.4,70.4,39.57,11.28
18.04,10.71,94.5,73.4,46.44,12.73
12.61,9.69,89.5,78.7,56.72,6894
12.07,8.51,92.8,82.6,66.66,3648
12.28,9.48,95.4,86.6,69.14,8.14
16.43,11.38,95.5,83.6,56.1,11.19
14.62,9.46,95.8,88.1,73.8,6904
16.97,10.37,96.5,87.6,63.92,8.83
20.2,13.5,91.8,74.8,47.59,9.19
20.6,15.79,69.27,58.64,44.83,7.49
18.86,14.6,89.2,74,50.23,4715
19.05,13.27,94.9,82.9,57.3,6.412
19.72,12.68,95,76.8,52.92,9.77
15.77,8.54,96.2,67.87,30.28,10.49
12.75,7.07,93.8,75.6,49.17,7.77
13.02,8.8,91.1,70.5,40.88,10.1
10.79,6.04,93,77.4,57.2,10.24
14.08,8.61,88.8,74.6,51.05,9.92
15.43,8.56,88.3,68.85,39.92,10.23
13.54,6059,92.5,67.74,34.94,11.59
13.62,7.18,93.6,70.1,43.98,10.89
16.31,14.21,94.5,87.4,78.1,3871
17.92,14.51,94.5,83.6,58.06,8.96
15.97,13.79,95.4,90.5,79.3,4315
16.78,13.2,96.1,89,73.8,4492
14.89,8.09,96.8,86,52.66,10.81
17.18,8.57,96.2,81.1,47.74,10.8
15.97,8.91,94.9,81.7,56.11,10.72
17.92,10.89,87.2,73.8,47.13,11.03
15.16,8.42,87.9,63.16,30.07,11.68
14.69,6013,94.1,70.7,32.77,11.67
11.74,4588,95.2,77,50.73,10.21
13.15,5421,91.2,72.2,38.51,10.44
12.82,5.25,92.3,72.9,41.62,8.34
13.01,5795,88,73.3,46.2,10.27
14.02,5534,96.1,77.9,49.44,10.63
12.55,3805,97.4,83.1,50.59,10.77
14.69,6046,95.8,76.7,45.59,11.14
13.49,6972,88,77.6,57.54,7.87
15.1,10.95,89.4,64.54,48.22,8.2
15.83,9.82,81.1,60.5,38.84,11.13
16.3,9.28,79.5,59.71,37.15,11.17
14.75,8.43,84.7,67.97,42.01,10.89
14.3,9.48,86.4,69.94,51.13,6471
14.3,10.47,92.6,78.1,61.18,5716
14.7,11.25,95.1,93,84.4,2082
14.37,10.25,96.3,90.3,68.87,6126
12.47,8.32,96.2,91.1,74.5,8.56
11.67,7.48,96.7,85.7,67.25,9.25
13.69,11.12,92.2,87,80.6,5371
14.1,11.92,95.1,85.3,70.8,4783
15.71,9.91,93.2,79.5,44.03,9.92
14.75,6.423,96.5,85.2,56.84,11.16
13.35,6465,96.4,79.8,51.33,11.36
12.61,5.128,96.1,79.7,44.32,11.52
12.55,4775,95.8,82.3,53.56,11.13
9.53,7.06,95.4,91.3,86.1,2701
12.28,6.878,96.7,89.8,65.09,8.39
9.86,5.536,96.9,93,79,6303
13.15,5671,97.8,91.7,66.63,8.84
12.41,7.98,95.6,84.7,63.68,8.43
15.56,7.58,96.4,81.6,49.63,11.87
13.75,7.23,96,81.9,53.96,11
12.21,7.2,95.7,83,57.2,7.98
12.35,8.92,93.6,85,71.1,5.69
10.67,7.98,94.9,88.9,74.2,5.47
12.61,9.16,95.6,83.7,62.26,6479
15.23,7.64,95.8,84.6,60.42,11.62
14.62,7.9,96.9,86.1,54.96,11
18.12,10.67,95,80.4,45.98,12.46
17.11,8.66,95.9,85.5,57.38,12.21
16.71,8.41,95.5,84.7,52.05,11.11
15.83,9.81,95.4,83.1,58.13,9.96
17.24,10.25,93.5,75.6,45.71,11.36
14.3,7.93,95.3,78.3,47.28,9.63
13.15,9.59,83.6,63.09,42.02,7.79
13.96,10.11,90.4,71.6,54.57,7.13
9.66,8.01,94.6,91,82.8,1.35
8.45,3904,93.9,70.8,33.4,14.22
4489,2029,96.8,88.1,72.2,4598
13.15,6347,83.4,64.41,41.01,14.11
14.36,5.82,95.9,80.5,51.13,13.5
16.77,7.86,95.5,80.2,45.31,13.54
16.84,8.69,94.9,81.9,49.89,12.1
13.62,8.92,95.4,89.2,69.53,7.72
10.66,7.04,96.3,91.6,79.3,4784
14.01,8.19,94.9,80.8,44.71,12.87
15.23,7.26,94.8,77.4,42.21,14.26
17.58,8.05,95.5,74.1,33.98,15.02
16.37,7.85,93.7,74.6,36.41,14.29
17.11,8.77,91.2,70.4,31.96,12.3
18.32,11.49,93.7,76.3,44.36,10.94
20.99,12.67,95.2,79.5,48.93,14.62
19.12,13.32,94.6,78.7,49.88,13.08
17.04,9.69,96.3,87.2,63.51,13.23
19.18,10.69,95.2,81.5,47.32,14.14
17.78,10.55,96.2,84.8,61.42,13.65
11.95,10.37,95.3,89.8,80,3622
16.17,10.66,96.6,83.4,46.06,10.37
16.25,11.11,94.3,84.6,63.05,7.43
12.96,9.82,92.1,79.7,56.06,10.43
11.15,7.48,94.1,87,69.16,8.4
11.6,6761,94,83.4,59.77,9.03
10.74,6381,94.1,84.8,66.6,5847
10.93,4721,97,80.4,48.3,11.65
12.75,5091,96.4,74.9,38.31,17.44
9.87,5.764,95.2,87.8,71.7,6.406
11.81,9.2,92.8,70.4,44.19,10.84
14.08,6.962,96.5,78.6,48.29,18.12
15.03,8.48,94.7,76.2,44.65,12.83
16.44,9.55,93.2,74.9,43.98,13.31
16.17,9.64,95.2,78.6,44.3,16.11
13.9,9.75,94.6,80.1,57.53,9.56
14.7,11.47,94.5,83.1,65.97,3623
12.81,8.99,91.2,56.79,33.66,19.94
15.29,8.25,91.3,64.81,42.15,20.27
17.85,9.55,94.5,78.2,54.47,18.94
20.39,12.87,95,81.9,57.97,16.33
15.83,11.24,96,89.4,70.5,8.9
18.05,11.19,96.1,69.39,35.8,20.07
19.93,11.5,92.2,73,46.24,20.34
21.74,13.42,91.7,71.5,42.06,19.88
24.42,14.39,90.6,62.65,22.98,21.64
23.61,13.85,93.9,65.97,27.29,20.94
22.68,13.79,90.3,69.62,29.59,21.19
19.05,14.21,90.9,74,50.96,16.67
19.34,13.56,94.2,80.3,55.63,11.05
16.38,13.21,94.3,86.3,70.1,5.257
15.04,12.66,93,84.5,72.6,7.44
14.03,11.67,94.3,88.2,73.2,6.906
15.97,11.94,94.5,87.4,68.31,10.86
15.98,12.1,93.5,81.7,61.91,11.72
17.72,13.86,94.6,79.9,58.06,10.59
20.14,15.83,92.5,80.6,57.04,21.51
22.07,15.99,92.5,75.9,41.92,19.5
26.17,16.67,93.3,73,36.73,20.7
21.14,15.23,95.2,79.1,52.31,15.65
20.73,14.57,89.7,63.91,38.02,24.3
22.21,14.38,94.5,68.85,38.08,22.33
25.77,17.58,83.9,63.93,28.03,18.87
25.77,17.1,91.3,67.23,26.01,20.86
23.22,15.77,95.3,73.1,46.1,21.81
24.69,17.38,94.1,64.59,33.09,23.39
29.59,19.93,73.1,50.48,27.29,21.1
26.24,17.93,86.4,60.79,25.07,24.02
17.92,14.52,93.9,81.1,53.94,9.61
18.53,15.08,92.5,80,56.98,14.18
20.47,15.43,92.8,76.6,46.05,17.06
23.75,15.9,92.2,72.4,41.78,25.47
24.16,16.2,94.2,70.8,35.05,20.6
24.56,17.39,94.5,70.8,36.46,23.05
23.89,17.11,91.5,67.88,37.14,19.31
22.69,16.08,93.2,77.3,40.04,16.42
26.36,17.02,94.5,70.2,33.42,25.3
25.36,17.78,93.3,69.4,33.42,15.43
21.75,17.05,93.7,79,53.86,19.39
21.61,15.77,94.1,75.5,49.01,18.65
19.07,14.07,87.4,69.1,39.11,19.79
21.8,14.97,94,69.35,33.7,24.13
23.88,16.77,92.2,64.33,32.28,26.61
23.15,16.13,93.3,65.93,38.55,27.49
19.46,15.16,93.8,83.8,57.91,11.78
20.33,14.92,91.1,68.96,37.28,24.04
25.04,16.89,92.4,75.4,40.24,18
24.63,18.47,90.6,69.85,39.22,21.77
26.97,19.23,94.8,66.04,25.33,25.81
26.37,19.44,89.5,75.1,48.32,20.69
27.85,19.51,94,74.7,40.63,17.89
24.56,18.69,90,74.6,51.28,21.91
23.89,17.02,93.8,77.3,49.74,18.26
27.37,18.93,93.5,66.1,28.3,27.53
28.72,19.77,92,60.67,26.14,28.3
28.92,20.8,92.2,60.11,27.76,24.47
17.18,14.71,93.6,91.5,78.1,2194
21.35,16.16,94.2,80.3,56.96,19.11
25.03,18.57,94,71.5,41.51,27.2
25.23,18.74,93.4,69.05,40.3,25.15
26.24,19.03,93.8,63.01,30.93,26.8
25.23,17.72,89.8,53.6,24.66,27.29
28.86,19.19,88,55.16,19.2,27.68
28.52,20.62,92.7,65.08,36.04,26.34
30.66,22.62,90.7,63.33,30.99,25.32
30.4,23,90.8,64.21,36.85,26.31
32.27,23.87,92,63.62,29.37,26.04
34.29,25.27,88.5,61.7,29.43,24.95
38.79,27.84,87.2,52.07,15.96,25.48
29.07,24.05,87.7,57.72,29.26,13.42
32.62,23.97,67.52,33.37,10.91,29.25
30.6,21.79,74.7,39.13,14.82,27.09
31.61,22.21,80.5,41.79,16.17,27.7
27.07,19.51,82.7,43.57,18.19,24.69
25.7,19.5,60.72,30.39,12.06,31.57
28.72,19.45,70.5,37.12,13.88,31.79
29.67,20.3,82.3,47.65,13.07,24.98
28.32,22.44,67.32,40.19,21.76,28.38
33.15,25.17,72.8,39.71,20.28,26.36
36.04,27.3,72.6,40.98,20.34,30.06
33.62,25.38,76.3,51.51,28.16,29.36
21.95,20.08,85.4,75,66.47,7.12
22.89,20.01,87.1,74.9,61.95,11.06
23.76,19.23,86.6,71,46.24,12.03
30.8,21.15,88.4,54.08,21.35,31.04
32.34,23.28,76.8,43.41,18.52,31.85
31.54,22.57,78,43.22,18.52,32.11
33.55,23.36,59.11,30.88,9.7,33.25
35.83,24.8,57.94,28.97,11.11,29.27
37.78,26.79,52.34,29.87,9.9,29.33
39.12,27.19,65.83,34.83,11.38,30.99
35.23,25.73,74.9,45.07,21.62,30.85
33.21,25.23,66.91,41.71,18.79,28.14
34.83,26507,66.73,42413,22.48,23.54
28.99,23.73,75.2,60.51,43.18,19.76
29.47,22.2,81.5,64.17,34.36,19.09
27.25,21.09,88.6,68.65,46.23,22.85
27.78,21.59,89.7,64.05,36.25,23.84
31.14,23.43,86.5,57.09,29.37,29.45
34.95,26.49,78.5,52.12,24.38,27.6
34.82,26.93,79.8,47.58,21.48,28.58
36.57,27.65,76.4,43.13,19.46,29.12
39.05,29.87,65.81,39.05,16.23,29.79
35.16,28.17,70.6,45.85,25.93,29.65
30.6,24.19,82,62.08,32.47,21.97
30.39,23.73,84.9,57.01,30.45,30.38
31.14,23.6,86,55.24,28.7,31.11
29.52,22.25,84,57.95,29.71,28.08
30.33,22.59,75.8,54.73,30.78,29.38
32.87,23.81,84.9,53.81,23.57,31.68
33.08,24.88,81.1,51.59,24.99,31.01
32.41,24.76,81.8,52.26,27.21,30.35
30.46,23.06,84.7,57.34,27.08,30.56
33.08,24.18,84.1,48.9,15.83,32.07
31.81,24.23,82.8,51.63,20.28,30.48
32.54,24.49,86.1,51.13,21.89,31.61
35.22,26.14,80.5,42.37,16.7,31.64
37.09,27.4,70.3,38.7,14.48,30
37.76,29.03,72.7,40.89,17.24,30.25
39.98,30.29,55.63,30.84,12.86,30.59
39.77,30.25,45.85,26.89,10.17,22.56
39.85,31.51,52.37,29.39,13,17.17
34.63,28.34,60.62,36.62,19.2,14.93
38.91,28.99,67.09,34.46,14.48,26.53
37.9,29.66,54.2,33.97,17.3,23.44
38.77,30.45,60.54,32.99,15.35,29.39
40.24,30.46,54.82,32.29,13.46,30.25
40.31,30.62,57.59,29.09,12.32,29.73
32.16,27.39,68.98,37,25.2,15.53
36.43,28.2,64.31,42.08,22.15,28.63
37.7,28.18,82.6,45.83,19.86,29.79
38.64,30.06,72.9,41.76,13.87,30.32
38.71,29.02,72.4,35.47,12.66,30.92
39.3,28.84,70.2,30.91,9.76,31.38
36.76,27.81,69.75,41.39,16.23,31.35
38.24,28.23,79.1,41.8,11.92,29.2
38.3,28.67,59.41,30.82,10.17,30.12
36.23,28.53,65.47,34.52,15.28,28.99
36.62,27.58,63.63,34.34,11.51,28.49
38.76,28.55,72,38.89,10.84,28.98
39.3,29.7,65.54,35.65,11.58,29.01
39.91,30.44,64.46,35.42,13.4,29.04
39.84,29.89,73.5,39.66,13.46,27.73
39.23,29.91,66.35,38.84,15.15,28.14
35.95,27.53,75.6,50.56,29.49,27.41
35.41,27.58,81.8,57.71,30.64,23.72
38.63,30.2,75.4,46.65,18.78,27.14
39.42,31.06,74.2,44.02,18.44,27.22
38.29,30.57,69.16,41.67,21.14,26.68
37.36,29.28,73.9,48.67,26.32,24.46
36.67,28.51,79.6,47.03,20,27.28
38.49,29.35,64.59,36.4,14.94,27.26
38.56,29.42,71.7,34.37,14.88,26.3
36.08,27.76,74.9,53.05,29.15,25.29
34.68,26.86,80.1,52.61,23.64,23.07
31.33,24.41,82.3,54.97,28.29,25.22
28.98,23.21,73.1,56.53,28.76,18.82
27.23,22.01,76,54.5,29.84,26.27
25.23,19.92,92.8,75.9,48.32,14.96
26.3,20.71,87.6,67.55,33.35,25.79
29.24,21.73,92.3,62.86,28.29,27.23
34.61,24.7,88.8,51.76,16.36,27.91
35.27,26.66,87.9,52.63,23.36,26.76
35.41,26.28,82.5,50.57,21.75,25.45
34.41,26.68,79.2,50.95,25.99,26.12
36.35,27.02,87,49.5,15.15,26.36
36.76,26.75,84.8,47.15,14.27,25.31
36.62,27.93,79,43.06,15.42,25.38
37.56,29.07,53.98,31.02,14.68,26.22
38.36,28.18,79.2,45.57,16.56,25.81
39.7,28.63,75.5,40.74,12.52,25.73
40.58,29.14,67.92,31.01,6.866,26.27
38.76,28.33,67.3,39.18,13.6,25.22
38.36,28.04,72.7,42.33,12.99,24.08
39.43,28.73,66.76,37.79,11.78,23.07
40.38,29.51,58.4,35.64,13.4,22.96
38.83,28.62,63.25,40.76,19.45,22.84
36.02,27.43,84.9,49.94,19.39,19.82
34.21,26.9,71.7,44.48,22.36,15.24
35.21,27.46,70.8,42.72,21.68,19.9
36.69,27.78,68.44,39.83,18.38,22.64
36.82,28.88,61.96,36.86,19.59,22
35.15,27.66,65.39,41.67,21.95,21.69
33.47,26.19,71.7,42.83,20.4,19.62
29.98,23.47,84.4,54.24,31.72,20.28
29.45,21.92,86.2,61.98,35.37,20.64
25.3,19.87,90.6,62.97,31.6,17.97
25.96,19.71,78,49.23,26.48,20.69
27.36,20.23,77.7,47.42,27.08,24.59
30.31,20.27,88.1,52.78,19.87,24.24
32.05,22.13,81.5,50.14,21.41,23.31
34.01,23.54,82.8,43.45,15.76,22.25
29.72,22.89,59.88,39.72,25.73,16.81
26.9,20.98,91.4,63,38.54,11.22
25.01,19.73,92.7,72.6,37.26,21.62
24.08,18.45,91.6,77.6,46.9,16.63
25.22,20.16,91.2,68.08,36.25,17.63
27.9,21.38,86.1,70.6,47.09,13.85
31.66,22.38,90.1,60.16,26.2,22.33
30.52,21.81,82.1,62.27,37.25,21.65
27.63,22.15,84.1,66.66,42.03,18.55
27.9,21.64,90.4,65.7,33.88,19.99
27.83,20.2,89.2,70.7,41.7,16.72
30.38,21.99,88.8,65,27.28,17.82
31.79,23.56,79.1,52.19,30.04,19.93
27.9,22.6,83.7,50.14,24.05,19
24.42,19.3,72.7,52.85,34.77,15.01
25.89,17.97,88.9,54.56,25.6,20.42
28.71,18.64,74.6,45.41,18.59,20.07
29.24,19.69,66.79,43.52,18.25,17.91
31.85,20.88,68.29,39.42,13.4,19.7
30.05,21.25,67,42.03,20.01,16.93
27.78,21.04,89.2,61.93,32.47,11.96
27.03,21.81,84.4,63.52,37.39,15.79
26.82,20.51,78,47.38,24.05,18.57
27.3,19.04,64.62,47.02,30.99,18.56
27.77,19.33,77.8,51.94,27.55,18.55
27.04,19.06,78,55.05,30.05,13.45
25.84,18.7,84.4,65.87,34.43,9.16
21.55,17.77,93.2,86.2,61.35,2367
22.89,18.39,92.9,82.6,60.33,7.94
18.93,17.71,92,87.3,80.1,4.04
20.01,18.53,92.6,88.1,82.5,2962
22.49,19.14,93.2,81,57.77,11.24
24.85,18.69,92.7,84.2,62.96,6893
22.69,19.25,90.4,82.7,68.69,4169
22.42,19.08,93.2,86.5,73.9,7.64
18.6,17.01,94.5,89.5,78.8,3564
21.75,17.31,93.4,79,51.1,9.86
23.16,17.14,94.4,79.2,55.81,10.88
27.98,20.5,92.3,72.3,47.97,12.3
28.31,19.92,93.2,73.2,35.03,15.32
26.57,18.61,93.2,73,35.18,14.61
27.97,18.47,93,75.7,34.02,15.48
25.36,18.01,93.4,75.7,43.19,13.31
19.07,17.75,93.6,88.5,76.6,3023
19.79,17.77,93.8,88.9,81.6,4238
21.94,18.27,91.6,82.6,65.1,9.57
22.67,18.47,90.4,73.8,53.3,13.31
20.6,16.79,92.6,78.2,58.58,8.72
18.46,16.51,92.1,84.8,74,5737
20.8,17.65,90.7,82.4,67.14,7.48
22.53,18.09,91.2,72,46.9,14.25
21.74,15.16,91.6,70.3,38.08,14.54
21.34,13.1,93.3,74.5,31.68,14.75
22.14,12.25,93.6,76.7,34.31,14.39
21.66,12.4,94.6,80.1,42.66,13.52
21.2,12.4,92.4,78.4,42.8,13.06
19.53,13.78,93,73.6,53.19,9.93
17.72,14.53,94.3,85.1,64.6,1.302
17.04,11.64,94.6,80.9,49.01,13.01
18.11,11,92.8,80.3,52.32,11.58
18.59,11.36,93.9,81.8,52.65,12.05
19.39,11.15,94.6,83.5,58.38,11.49
17.18,11.26,94.8,87.3,68.58,8.1
15.17,13.31,93.2,89.7,83.2,3154
16.91,14.6,93.1,85.7,70.5,5097
20.94,16.46,91.1,75,58.91,7.25
17.53,13.12,93.4,86.7,57.6,2529
15.56,11.93,94,86.4,68.58,9.33
15.83,11.11,94.5,83.3,57.86,10.68
16.17,11.69,91.7,82.2,59.81,6.531
18.58,12.14,93.7,80.9,50.96,11.67
17.85,11.21,91.7,78.9,49.14,11.47
17.72,11.06,93.1,80.3,54.48,9.49
13.29,10.52,92.8,89.7,81.4,2692
15.29,10.7,93.8,85,63.79,9.32
14.89,12.41,93,86,76.1,4354
15.24,11.91,94.3,89.7,79.7,3229
16.04,10.2,92.6,78.3,43.76,11.72
12.61,8.8,94.5,87.8,76.2,6555
15.63,12,94,71.5,37.29,11.23
11.87,6341,94.4,86,63.14,8.3
12.82,7.2,93.2,72.9,46.54,11.41
15.36,8.18,88.3,70.4,43.57,11.37
14.23,8.9,93.2,76.4,57.73,9.07
15.29,9.3,90.4,71.1,37.15,10.93
15.5,8.25,93.1,75.2,46.86,10.8
14.56,7.4,93.2,78.6,47.88,10.06
15.16,7.39,93.1,80.6,50.51,10.5
16.84,7.55,94.3,81.9,50.17,10.58
14.76,6.179,95.6,85.5,60.43,10.36
11.6,6.297,94.2,82.5,50.73,7.64
11.26,5647,92.7,72.1,38.65,9.34
13.48,6053,90.9,70.4,41.28,8.3
14.49,4636,93.5,74.6,32.84,11.01
8.31,5.547,93.9,83.1,69.93,3398
12.48,5.633,93.8,81.5,53.56,10.85
13.82,6249,89.1,74.1,46.47,11.17
14.42,6694,91.8,76.2,46.75,10.44
15.29,8.05,92.2,73.3,45.85,10.97
15.56,7.84,91.7,74.6,46.19,10.78
16.71,7.17,90.9,77.8,42.55,10.82
17.04,7.57,91.6,76.9,40.92,11.14
17.78,8.86,93.6,77.9,52.52,11.2
18.25,8.64,94.4,80.8,52.25,10.48
16.64,9.34,93.9,77.2,55.36,11.64
17.45,8.07,91.4,71.1,30.48,11.6
16.24,6279,93.8,78.7,42.68,10.22
15.5,6.61,93.9,81,52.12,10.01
17.85,6.992,95.1,81.8,45.58,11.07
16.63,6852,95.1,82.5,52.19,11.17
15.63,7.67,94.4,81.3,56.84,10.59
15.23,7.69,94.3,80,51.99,10.96
14.57,6484,94.8,82.7,57.81,9.58
15.97,7.43,94.7,76.2,40.05,11.82
17.18,6935,94.7,74,35.87,12.24
16.44,7.07,94,74.6,36.14,10.56
14.57,7.3,94.1,77.8,50.66,6807
14.63,9.19,90.9,75.8,55.3,7.8
16.57,7.78,95.1,84,55.29,10.28
17.32,7.67,95.6,81.4,46.59,11.8
18.39,9,93.8,74.7,41.33,11.26
20.33,10.77,92.1,72,42.74,12.56
21.41,9.58,93.9,76.8,36.94,12.71
14.77,7.39,93.7,81.4,58.21,8.5
11.69,8.21,94.4,89.4,77.2,3185
9.99,4647,95,84.5,61.47,8.82
12.88,5649,93.7,74.1,35.54,13.57
4419,601,94.9,91.7,86.8,2568
6169,1267,95.8,86.6,65.07,6.172
10.53,6.217,92.2,77.4,62.07,12.19
14.3,10.34,81.4,61.09,50.93,9.89
11.35,8.73,94.5,89.1,73.9,2615
13.96,8.67,95.1,84.2,57.67,7.97
14.55,9.58,94.5,82.7,55.16,12.97
14.23,7.49,94.1,80.2,49.92,9.53
13.02,8.92,93.5,79.3,56.26,6254
12.42,10,94,89.6,78.6,3.546
14.49,11.13,94.7,89.4,72.4,6711
15.56,10.46,94.9,86.6,57.92,9.13
15.71,9.39,93.4,82.8,55.1,8.24
14.23,9.13,95.2,84.1,59.56,10.35
15.45,12.82,94.7,91,84.7,1351
16.04,12.52,90.8,75.6,56.1,11.99
19.59,14.37,94.3,83.4,56.5,13.09
15.71,14.09,94,89.4,83.6,3103
17.32,15.2,92.5,88.2,81.3,2571
19.07,15.52,94.2,88.4,69.32,4.986
19.53,14.46,93.7,85.7,67.28,6938
17.72,12.42,89.1,76.4,54.01,11.3
22.82,12.92,91.3,74.4,31.95,14.81
13.76,9.44,93.2,85.8,64.15,7.63
16.64,9.25,94.4,79.9,49.16,13.92
12.61,8.26,94.2,84.1,66.58,8.97
12.28,9.69,93.4,83.8,64.76,6067
15.43,10.12,93.5,80.1,57.38,13.79
12.95,10.05,94.1,92.7,89.8,3.18
17.45,12.28,94.2,86.2,64.13,10.96
17.25,11.02,94.9,84.8,57.86,12.95
15.24,11.23,94.1,90.1,78.7,6.038
17.98,12.53,94.8,78.5,48.2,17.67
21.14,11.89,94.5,75,37.55,18.43
20.94,13.19,94.2,78.9,47.52,18.6
20.13,14.22,92.6,78.6,47.79,15.96
19.93,12.41,93.2,75.7,50.15,18.34
25.36,14.12,94.2,75.4,36.6,19.68
18.99,13.06,94.2,78.4,59.27,18.4
17.59,12.05,90.4,63.99,40.26,18.46
17.92,11.71,91,68.67,39.04,14.7
22.84,15.61,88.2,60.6,26.02,14.61
18.92,12.4,75.7,51.68,28.31,21.3
19.46,11.26,88.5,61.32,30,20.95
23.42,14.18,81.7,49.26,15.64,22.02
21.07,12.2,88.5,59.22,18.74,17.76
20.61,12.87,91,61.65,27.84,19.3
22.34,12.84,90,59.47,23.18,20.01
21.2,13.04,87.9,61.99,28.51,20.7
22.14,12.85,91.5,65.69,32.28,21.55
19.26,12.34,91.3,57.65,30.74,20.03
16.17,10.43,60.22,36.21,18.95,24.3
14.63,8.86,78.5,40.63,23.34,22.71
15.5,9.13,59.49,35.59,18.41,24.13
19.99,9.42,82.7,55.24,27.5,23.64
21.54,11.77,89.9,61,26.29,23.35
19.67,11.83,92.4,65.89,33.37,20.35
14.9,11.85,92.8,78.1,56.11,6725
18.13,11.83,93.5,77.3,43.7,14.24
15.04,10.19,91.3,76.5,51.8,16.01
18.53,11.8,94,71.1,35.47,16.15
21,12.26,94.7,66.69,29.52,23.88
12.62,10.22,93.3,89.2,83.7,5.503
