MaxTemp,MinTemp,Humidity,Radiation,WindSpeed,Rainfall
33.69,26.23,90.6,50.45,24.59,26.55
35.87,27.24,84.6,50.46,21.65,25.84
31.35,25.25,88.8,53.97,22.85,25.37
28.51,23.63,74.5,59.46,44.05,22.84
30.09,24.11,83.7,62.7,41.39,25.37
30.28,24.32,88,64.92,36.54,23.5
30.93,24.8,88.6,64.87,38.12,19.76
34.56,25.99,89.9,51.94,19.78,25.87
34.9,26.75,68.44,32.09,10.89,27.46
31.41,24.23,78.8,46.62,14.08,25.98
33.44,24.93,77.4,42.47,17.86,26.94
35.02,25.24,72.5,40.91,12.55,27.32
31.73,25.31,86,37.65,20.6,26.98
28.64,23.76,86.5,69.2,49.57,24.61
30.8,24.1,89,62.87,30.02,25.82
32.31,24.63,90.2,63.55,34.22,25.88
29.67,24.05,89.9,65.19,39.72,22.83
30.28,24.08,91.8,62.88,30.62,25.65
26.07,20.66,91.1,67.57,38.29,17.36
25.6,20.32,91,66.68,40.08,25.96
24.7,21.71,66.33,57.12,45.55,15.02
27.54,23.67,79.7,66.82,53.29,9.44
32.33,26.17,71,52.69,30.88,23.21
34.23,27.49,82.8,41.39,19.86,23.55
37.92,28.58,83.4,34.68,15.34,21.96
37.92,28.27,89.6,39.72,10.89,22.77
31.15,23.97,86.8,46.7,17.54,25.01
26.98,22.29,90.7,71.6,49.97,24.18
25.86,21.55,89.7,68.89,52.3,21.7
27.39,21.61,91.3,57.46,29.59,25.03
28.72,21.7,93.4,55.17,18.61,24.68
30.34,22.44,89.6,54.04,16.42,24.41
26.07,21.09,90.2,69.6,49.32,23.24
25.74,21.06,87.6,64.43,42.75,20.84
27.64,20.73,87.4,51.08,23.66,24.07
28.36,20.75,90,58.78,30.36,21.92
28.45,20.49,91.1,64.87,29.44,16.31
27.32,21.59,92.6,62.88,32.49,23.03
25.87,21.7,86.3,56.32,32.01,17.84
22.55,19.86,87.1,66.86,34.55,5.58
26.32,20.76,87.9,66.89,42.6,18.24
28.64,21.05,93.3,70,28.91,17.59
27.44,20.97,92.2,70.2,39.8,20.71
26.66,21.33,90.5,73.8,53.76,20.28
31.88,21.97,93.5,71.6,19.33,18.61
30.63,21.5,92.8,57,11.83,19.84
25.54,20.68,89.1,74.2,53.45,17.22
25.48,20.85,90.1,76.6,53.58,15.3
22.66,18.15,95,85,67.25,8.25
25.67,18.28,95.2,77.3,41.69,18.69
23.65,18.77,93.2,78.9,56.19,10.34
25.98,19.94,94.4,75.8,49.38,20.69
29.96,21.6,94.1,64.91,25.25,20.83
24.28,19.1,94.5,81.6,59.43,15
27.04,20.31,91.6,72.7,36.89,20.42
23.04,18.98,91.8,70.4,50.14,16.37
26.91,20.35,92.4,65.16,34.49,20.59
28.04,20.17,91.7,64.82,29.24,20.24
27.91,20.08,94.8,72.1,37.15,19.56
21.34,18.22,93,82.1,66.87,7.61
24.62,18.91,93,69.85,41.08,18.45
23.97,17.58,91,70.5,36.91,16.92
25.26,17.79,93,69.11,34.76,19.64
26.26,18.71,91.7,66.71,34.16,16.86
26.99,19.34,88.2,60.2,29.11,17.52
26.59,19.69,82.6,60.35,32.77,17.79
24.22,18.93,92.5,74.2,52.46,17.85
25.14,18.71,94.5,78.7,45.59,18.33
18.96,14.49,94.6,79.8,60.23,8.5
20.34,15.09,90.5,63.3,36.05,12.12
21.58,15.81,91.8,73.8,52.76,14.97
21.45,16.9,92.7,75.7,51.87,16.63
21.33,17.11,87.3,72.4,50.83,13.29
21.2,16.2,92.4,80.1,55.81,11.65
23.37,16.29,93.8,68.97,35.25,17.12
20.69,15.16,92.2,76.9,49.12,6875
17.51,14.98,94.8,86.7,76.9,2687
21.91,15.02,94.1,77.4,38.85,17.24
20.47,14.88,94.4,82.6,58.67,14.86
24.1,16.02,94.3,75.4,37.78,15.98
25.15,16.64,83.2,60.02,21.21,14.93
17.98,14.13,91,78.6,57.91,4.02
18.37,12.87,92.7,78.4,52.97,9.96
19.47,13.54,93.5,76.7,46.03,13.26
15.46,13.16,90.4,75.5,60.52,6.946
17.97,14.6,92.1,72.5,59.77,7.3
21.08,14.52,92.5,76.2,39.39,8.64
22.13,13.22,89.4,67.55,23.68,14.57
16.44,11.12,91,57.84,33.14,15.57
18.22,10.42,92.7,64.26,28.62,15.22
18.1,12.04,90.2,70.8,36.68,15.09
17.37,11.78,90.9,79.8,56.31,8.93
19.09,11.33,90.9,69.19,38.33,14.81
22.06,12.4,94.8,68.62,24.61,14.91
19.14,12.7,95.3,81.7,51.17,13.89
18.57,11.95,93.8,80.3,51.11,11.35
21.26,11.01,95.5,77.9,36.12,14.31
21.44,13.02,93,69.41,29.48,12.37
17.45,12.75,92.8,81.9,64.1,8.26
20.53,11.02,94.4,77.5,37.79,13.73
21.61,12.52,94.5,70.7,22.82,12.12
17.82,13.04,95.2,80.2,56.56,11.26
21.87,11.82,94.5,70.1,30,13.45
18.23,10.39,86.4,58.92,27.96,13.35
16.38,8.28,89.5,65.67,33.88,13.29
15.85,7.69,94,75.8,36.21,12.44
17.24,8.12,93.3,77.9,39.21,12.43
18.51,11.41,91.7,61.12,29.83,7.4
23.55,16.13,75.1,51.66,24.82,10.47
17.92,14.7,93.1,77.1,53.53,4627
16.53,10.95,92.4,85.1,59.32,5047
16.91,9.27,94.2,71,26.96,11.92
12.56,9.28,90.2,75.8,61.12,5805
12.69,10.52,82,63.19,45.26,4449
14.54,9.78,90,59.14,39.66,7.38
14.8,7.75,91.5,74.6,44.08,8.85
16.38,7.66,92.8,73.9,33.62,11.55
16.99,7.75,93.5,75,34.42,11.71
16.97,8.26,94.5,77.6,42.66,11.32
17.78,8.06,95.7,79,32.74,11.46
16.71,8.4,94.6,75.5,42.14,11.31
19.76,9.28,94.7,69.96,27.55,10.94
19.17,10.06,92.7,72.5,37.13,11.49
19.36,9.34,94.4,77.3,35.28,11.48
20.02,9.81,90.6,61.2,20.63,11.41
18.84,10.98,88.3,65.94,35.29,10.85
21.4,11.72,88,63.77,32.15,10.77
22.95,15.54,70.9,47.11,26.61,11.35
19.49,9.52,89.6,60.29,25.23,11.42
16.58,6919,92.4,67.59,20.31,11.53
15.34,6834,95.3,70.2,23.9,10.92
13.47,8.16,94,78.3,49.64,10.53
11.57,6724,93,82.1,58.75,6011
14.34,5565,95.7,75.3,32.7,11.2
8.58,4872,90.9,73.5,60.38,5468
10.77,6.13,91,74.9,44.9,8.45
10.85,6924,93.5,79.1,64.09,6447
10.57,9.52,78,73,67.5,3108
13.02,10.48,90.9,77.8,63.68,3992
13.29,10.78,91.1,75.8,62.68,4353
15.34,10.39,93.9,73.6,50.27,7.23
14.34,7.34,95.3,82.9,54.4,10.51
12.56,7.26,94.5,88.4,67.28,5022
11.43,7.97,92.1,79.8,64.43,4752
13.94,5447,94.9,74.4,34.56,10.9
13.8,5.338,95.6,80.9,49.44,10.64
15.47,6.212,95.3,74.6,30.5,11.02
14.74,6284,94.4,73.6,39.75,11.17
12.49,4874,95.5,84.3,51.17,10.66
14.37,7.26,95.5,79.8,57.91,5471
13.3,7.92,95.6,76.2,52.97,2692
13.55,5856,92.7,70.8,34.63,10.92
17.05,6881,93,72.9,27.76,10.72
20.43,11.19,92,75.8,39.26,11.34
19.82,10.49,93.4,74.7,39.34,11.32
12.02,9.26,95,89.4,75.7,3792
15,10.84,94.4,84.2,57.52,7.41
15.93,10.61,94.2,83.7,56.33,7.58
16.58,10.59,95.8,71.4,44.81,11.4
15.07,7.91,92.5,59.78,19.85,12.16
15,6069,94.2,76.4,39.43,11.94
14.01,7.41,94.4,81.1,53.36,4.69
15.52,8.09,89.6,64.54,40.82,11.87
19.11,12.71,74.4,51.51,33.02,11.71
19.76,10.03,85.6,58.79,24.89,12.47
21.22,11.49,85.6,62.98,25.42,12.34
18.36,10.57,89.9,71.4,44.52,12.38
18.9,10.83,90.7,70.5,46.66,12.63
20.02,10.19,90.3,70.1,32.34,12.87
23,11.76,86.3,62.06,19.83,12.94
15.93,9.52,91.9,67.67,42.16,12.64
15.13,7.72,94.4,76.1,40.16,12.42
13.42,8.26,92.9,80.8,61.68,7.43
12.1,6573,94.1,81.1,63.15,5152
12.81,7.06,94.4,78.4,57.2,9.03
15.72,7.42,95.5,74.5,33.42,13.16
15.58,7.73,93.8,73.4,44.35,13.07
18.96,8.73,93,68.4,24.89,13.69
14.85,7.87,93.7,77.5,50.47,12.52
15.65,7.72,96.3,78.8,48.2,13.56
16.12,8.99,93.8,65.2,31.35,13.15
15.32,8.01,94.7,80,49.13,13.23
19.1,9.82,94.1,70.8,26.02,13.94
17.69,9.22,93.9,73.6,40.99,14.5
19.15,9.49,94.2,70.7,32.87,14.9
16.05,8.85,90.6,68.07,36.15,15.02
15.52,9.11,92.7,72.7,46.88,15.28
14.66,9.43,85.5,68.02,35.29,14.93
13.53,8.71,82.5,69.5,46.88,15.3
12.61,8.64,82,65.07,49.88,13.4
12.16,8.88,84.4,65.84,48.63,7.51
10.51,8.68,79,69.31,59.77,5.333
13.48,10.87,83.8,69.29,52.15,6402
16.05,11.5,87.2,69.77,49.46,10.07
12.62,8.97,92.5,81.3,62.08,6905
11.1,9.36,79.6,70,62.3,5.717
12.62,10.28,94,84.8,74.8,3.191
12.95,9.52,95,91.3,72.5,6164
18.43,11.46,95.4,81.3,42.59,13.88
13.28,10.95,92.2,84.5,72,5556
12.69,9.9,86.9,76.3,63.74,7.15
14.59,10.8,92.5,77,62.25,11.33
13.67,9.88,94.4,91.1,79.8,7.57
16.71,11.1,94.8,85.1,62.7,9.51
19.29,12.13,95.1,83.3,50.3,15.63
20.2,12.72,94,72.5,34.73,17.04
18.54,11.12,94.4,82.7,52.9,14.76
18.09,11.25,94.1,79,45.18,9.04
19.67,11.68,94,75,42.18,18.31
21.18,12.61,91.4,68.72,35.84,18.36
23.3,13.27,93.8,64.2,25.74,19.33
18.22,12.8,82.8,59.09,20.46,14.77
12.67,7.26,52.3,29.6,11.39,20.36
13.07,5609,85.3,40.96,13.72,20.43
20.6,13.24,85.3,26.44,9.78,20.49
19.93,13.48,94.1,37.13,9.59,20.52
20.2,11.21,91.9,51.61,25.81,20.05
17.19,12.1,77.5,46.16,18.44,7.82
24.88,16.24,73.8,50.89,27.19,20.39
25.35,16.07,83.2,50.8,24,21.07
23.1,15.4,82.3,57.79,31.32,18.33
25.01,15.5,86.8,58.38,28.45,19.44
26.29,17.16,82,48.66,9.78,15.71
23.82,14.5,77.6,50.37,21.08,20.98
23.16,15.25,82.9,50.39,19.55,18.77
20.67,14.12,68.39,44.58,23.88,20.87
18.28,11.78,78.1,57.23,33,21.8
10.18,8.85,91.9,88.2,77.6,2768
16.56,10.73,93.3,77.1,47.18,20.36
21.4,13.24,92.9,49.32,13.37,23.45
12.26,8.77,64.9,37.32,21.57,23.05
18.22,10.79,67.52,33.78,13.65,24.1
20.15,11.82,83.1,49.5,22.08,22.77
22.45,14.36,84,45.52,17.76,23.78
19.23,14.61,62.88,45.47,32.54,18.23
24.35,16.25,83.1,51.69,28.72,23.58
20.22,13.73,93.9,67.69,38.06,14.61
22.11,15.05,88.4,54.56,31.35,23.83
20.46,14.2,55.12,28.23,9.11,25.36
21.2,13.06,71.3,40.28,22.36,24.66
20.45,12.38,75.7,42.54,15.45,25.78
24.29,14.77,59.54,33.16,11.51,25.68
19.28,12.88,69.85,48.98,29.68,25.34
20.78,12.87,88.9,60.32,36.2,25.28
27.73,17.66,93,46.59,12.7,23.34
25.24,16.73,66.05,43.75,17.62,13.82
18.78,16.06,68.12,55.55,40.21,11.18
23.85,20.11,63.04,48.47,35.19,15.79
22.98,18.02,83.7,51.13,22.61,21.01
18.95,13.18,69.42,41.28,18.3,23.6
17.82,11.23,72.3,46.1,24.29,21.07
20.46,12.95,70.8,44.94,22.15,26.58
21.31,13.24,86.3,48.71,20.95,23.86
18.74,12.65,92.3,56.94,27.01,24.8
18.89,12.48,90.7,53.24,23.16,13.7
22.85,16.1,90.9,48.28,14.83,22.21
20.01,15.33,84.1,46.2,24.35,22.14
17.76,13.11,79.7,52.95,41.07,24.04
18.1,13.67,83.8,50.14,28.95,21.69
19.74,15.01,54.84,39.73,25.28,27.72
22.84,15.42,69.81,43.42,25,27.61
24.15,16.77,74.7,46.73,26.99,27.71
26.66,19.21,73.2,45.37,27.25,26.84
23.22,17.37,75.8,44.81,28.39,28.46
25.47,17.35,58.64,33.8,12.36,28.52
25.35,16.68,64.69,33.75,13.3,28.22
26.27,18.35,75.1,40.14,12.84,22.64
22.44,17.4,83.3,49.85,29.39,28.67
22.89,16.26,72.6,44.15,16.95,28.74
21.84,15.03,82,55.8,34.51,28.61
23.89,16.33,84.3,54.02,23.87,25.65
23.95,16.85,69.06,46,23.14,25.64
25.73,18.27,75.8,47.87,20.22,27.3
25.79,19.12,71.8,49.5,27.27,24.99
25.61,18.75,72.8,40.66,13.7,24
24.3,19.8,40.41,34.75,28,22.23
17.38,13.76,94,81.7,35.21,4348
20.67,14.99,94.2,79.1,56.1,18.18
18.95,14.01,88.3,56.19,32.2,26.96
18.5,13.76,93.4,72.3,39.93,7.88
20.6,14.23,93.7,70.5,41.91,20.19
22.78,16.21,92.3,65.9,33.78,23.38
24.88,17.38,93.9,63.78,27.86,24.12
22.18,17,89.6,59.39,35.45,21.2
24.02,16.91,91.2,56.75,24.8,28.06
24.02,16.58,86.6,64.33,33.17,20.5
21.99,16.48,88.1,61.81,37.91,12.94
21.32,16.04,75.5,49.61,29,22.66
23.64,17.43,81,47.84,26.27,22.12
25.92,18.64,82.5,50.01,27.11,29.12
27.18,20.14,85.7,52.66,26.05,27.95
28.44,22.24,80,43.26,22.19,27.54
25.61,20.01,84.3,44.88,16.48,28.93
21.58,17.39,65.8,44.33,18.43,18.8
20.39,16.52,83.9,52.8,31.86,20.68
21.46,15.83,86.6,57.72,28.8,16.37
22.05,16.19,84.6,53.24,33.39,21.56
25.15,17.94,73.8,46.82,26.73,29.87
25.8,20.02,81.5,50.12,24.13,28.38
23.43,17.88,93,61.02,31.64,26.91
21.91,17.66,91,59.14,33.85,16.38
25.92,19.5,75.3,47.63,23.99,27.4
25.94,19.29,82.2,49.53,27.65,23.87
26,19.17,84.8,55.29,28.85,26.96
29.69,21.38,89.3,50.92,23.26,29.04
24.35,19.01,89.2,68.02,45.74,23.81
25.69,19.06,92.1,59.31,30.05,26.25
23.89,17.92,91.1,63.15,31.58,30.49
21.41,17.38,80.6,63.93,48.3,23.39
24.35,18.85,84.6,61.67,39.88,27.28
24.35,18.49,91.1,71,41.22,17.25
25.81,19.58,94.8,64.39,40.82,22.36
28.63,21.95,85.1,49.64,28.57,29.9
32.99,24.4,83.8,41.34,14.41,30.88
32.99,24.36,90.1,45.92,14.21,31.53
33.51,25.52,43.32,26.74,18,31.45
28.11,22.22,78.5,42.27,23.33,29.66
28.24,21.46,92.7,55.45,30.5,31.05
29.89,22.98,72.9,44.2,26.91,30.88
30.02,22.92,73.7,40.13,17.08,30.99
30.09,23.4,52.34,34.47,16.56,31.59
31.61,24.2,67.02,38.97,11.03,30.01
30.88,24.14,87.9,47.75,26.54,28.62
33.38,25.11,91.7,46.01,14.94,30.98
32.07,25.83,67.14,38.49,22.32,30.46
31.28,24.92,77.2,48.87,29.02,29.82
32.27,24.76,72.8,48.85,26.97,30.11
31.27,24.01,75.6,51.58,28.89,30.1
31.21,24.31,74,45.39,23.51,29.94
33.7,24.4,78.5,46.47,21.51,21.24
34.7,25.34,84.8,43.91,16.87,29.98
36.22,25.9,88.7,48.48,11.62,30.3
36.21,26.63,86.2,40.75,12.02,30.61
30.62,24.05,87.5,60.51,35.08,29.89
35.23,25.56,89.3,58.89,17.99,28.84
36.15,28.56,87.4,36.05,14.61,30.7
31.86,25.8,68.28,37.46,18.41,30.17
29.3,23.26,91.9,67.27,48.1,28.87
30.8,23.88,94.7,70.4,45.84,28.08
33.63,24.72,93.8,66.7,28.42,26.44
36.8,26.8,95.3,45.41,9.56,30.86
35.75,27.2,67.33,31.75,10.69,30.46
28.18,22.81,85.3,63.34,41.8,26.64
24.69,20.56,89.9,74.3,54.13,14.48
24.95,20.84,81.8,66.11,49.79,21.67
24.5,20.73,89.4,68.57,55.06,12.14
31.01,23.19,88.1,64.83,34.08,29.02
30.09,23.28,89.9,65.07,31.29,29.36
30.95,24.59,87.1,56.23,28.56,25.27
35.75,26.64,73.1,43.36,18.33,27.15
30.87,24.98,83.8,60.4,34.64,26.41
29.56,23.09,90.8,68.49,42.58,27.65
34.36,24.92,72,49.9,25.43,28.86
35.75,27.16,71.8,46.74,21.98,27.83
36.15,27.22,71.4,36.87,13.22,29.51
34.49,27.83,60.35,36.19,21.05,28.95
34.7,27.47,74.7,44.95,17.66,28.94
35.23,26.96,79.3,48.98,18.39,28.95
32.6,25.38,83.5,58.83,37.33,28.08
32.92,25.6,91.2,62.89,34.01,27.09
36.08,26.91,87.7,51.05,12.22,28.85
35.88,28.36,53.84,29.89,15.07,28.3
29.63,24.88,92.2,67.55,41.39,28.07
31.42,24.89,91.3,59.1,29.9,28.52
35.09,27.23,80.2,36.54,19.45,27.47
35.95,27.82,56.69,34.02,17.13,27.63
37.72,28.13,62.42,34.64,13.54,27.93
38.25,28,66.7,35.62,12.81,26.16
31.14,25.59,88.6,45.95,20.22,27.94
31.39,24.93,91.5,67.52,41.51,27.37
34.03,25.77,90.5,60.63,24.59,27.08
35.97,26.37,88.8,53.4,14.68,27.98
39.31,28.36,61.24,34.28,12.41,27.98
33.91,27.3,85.9,49.07,24.64,26.71
32.98,25.6,92.1,70.4,35.07,25.49
30.81,24.38,89.1,45.12,18.08,26.89
30.49,22.92,91.5,61.61,21.33,25.31
32.19,25.85,82.8,45.51,24.44,26.89
31.86,24.66,82.9,57.9,34.02,26.16
32.25,24.5,81.7,59.85,31.23,20.6
29.36,23.73,88.2,63.65,44.92,26.43
30.47,23.79,90.7,71.3,44.44,25.62
33.38,25.1,87.1,69.96,34.53,20.49
30.09,24.27,87.1,70.6,44.32,20.36
30.54,23.88,91,68.06,38.79,22.35
31.53,23.83,90.7,69.23,35.8,23.86
30.22,23.37,91.1,67.59,35.35,25.84
28.71,22.71,89.9,63.9,39.7,24.45
28.24,22.26,90.7,70,43.06,25.52
28.97,21.93,91.9,62.94,31.83,25.43
30.02,22.81,91.4,60.68,33.77,25.9
31.92,23.83,94.9,55.17,16.8,25.24
30.76,23.53,90.9,53.88,24.79,24.49
31.46,23.06,91.2,62.29,20.85,24.59
33.96,25.55,96.4,43.71,13.15,19.71
34.58,26.75,73.4,34.64,16.47,20.66
33.25,24.99,80.6,36.22,16.41,24.54
32.05,24.31,66.54,39.35,21.32,24.8
27.64,22.52,84,64.47,44.06,21.07
27.41,22.34,86,71.8,48.8,12.39
29.63,24.24,89.8,65.28,43.74,19.65
27.98,21.73,93.1,76.5,44.32,14.95
30.55,22.95,93.6,64.64,31.16,19.12
27.85,21.58,87.6,71.1,38.56,16.52
25.52,19.94,87.7,67.63,39.94,21.66
26.79,19.18,92.2,71.7,42.6,22.34
29.75,20.84,93.6,57.97,18.27,23.59
28.57,20.96,88.7,61.66,37.81,23.09
28.5,20.11,94.4,71.5,32.35,20.35
28.64,20.7,95.5,74.7,41.33,17.4
28.11,21.73,94.3,69.81,40.73,15.33
27.98,21.4,94.7,69.32,43.19,18.21
31,22.03,95.4,71.9,37.59,20.31
28.7,21.92,94.3,59.42,27.52,18.82
22.26,18.54,88.5,74,59,9.21
25.21,18.92,93.6,78.8,46.8,13.85
22.72,15.85,95,86.9,66.06,10.05
21,16.09,95.6,84.9,60.86,11.23
17.58,15.27,94.4,85.2,73.2,5763
18.44,16.36,91.2,77.4,68.5,9.84
20.47,16.85,87.6,73.8,51.69,10.5
21.6,16.18,93.2,70.2,40.31,20.33
23.89,15.57,95.6,74.6,40.02,19
26.21,17.24,93.6,67.86,26.53,16.74
25.47,17.33,92.5,68.75,29.78,17.44
19.55,15.02,91.4,75,54.15,13.91
23.29,15.21,93.2,75,40.71,19.56
25.79,16.86,93.9,72.2,33.76,19.06
25.41,16.94,93.9,74.3,37.91,15.19
21.54,16.07,92.8,72.3,48.49,8.23
15.54,13.44,92.8,77.8,63.82,3071
19.69,17.72,92.9,81.4,68.26,6187
19.96,18.31,92.4,86.1,78.9,4257
25.03,19.2,92.5,76.7,39.43,12.41
22.72,16.62,95.6,83.8,59.67,11.64
20.09,15.67,93.9,83.2,68.27,6843
22.85,15.64,94.3,72.6,40.57,15.77
25.29,16.23,94.4,76.3,38.09,16.51
25.56,17.76,94,70,36.76,16.23
23.76,17.03,93.8,79.9,50.33,13.92
20.93,15.81,94.2,84.8,62.4,11.17
21.27,17.54,93.1,80.7,65.53,10.48
23.24,16.22,94,77.9,45.76,14.75
22.06,15.07,95.2,80.1,48.29,11.55
17.11,15.01,92.4,83.2,73.5,5948
21,15.85,91.2,78.7,57.81,12.65
20.29,16.55,89.8,70.4,50.9,12.13
18.7,16.76,84,70.5,65.22,5392
21.33,16.6,94.4,77.5,63.12,10.82
19.36,12.63,96.1,72.5,41.71,6401
15.65,10.2,77.6,47.08,22.1,14.88
18.43,10.59,87.6,55.71,27.22,15.97
16.79,11.87,92.3,72.4,51.27,10.85
15.67,10.91,94.3,82.3,56.19,4994
15.85,10.4,94.4,74,48.34,14.7
14.41,8.21,93.9,81.1,50.82,8.8
14.87,9.86,93.8,68.12,39.42,12.43
16.85,9.69,91.8,69.46,38.41,10.57
18.09,9.82,92.8,69.2,30.89,14.23
18.56,10.07,92.7,73,34.34,14.46
18.09,10.59,93.2,75.6,45,12.42
17.57,10.13,93.5,78.6,54.9,13.07
18.09,9.78,95.3,79.6,47.45,13.74
17.58,9.96,95.4,80.6,39.74,9.84
20.02,11.69,94.6,70.2,35.34,13.58
17.9,9.3,90.5,61.4,24.02,13.88
15.72,7.02,93.1,65.13,30.04,12.46
16.32,7.29,93.5,61.02,24.3,13.37
16.78,8.65,94,69.34,31.62,13.1
19.16,8.92,93.9,70.2,26.95,13.32
19.76,9.99,91.4,64.62,24.63,13.24
14.54,10.8,89.3,69.43,50.81,7.87
12.3,10.63,93.6,74.7,56.91,2867
16.71,11.18,94.7,83.4,56.71,11.38
19.42,10.03,94.9,76.3,38.27,12.03
18.1,10.98,93.8,76.2,41.93,10.09
20.29,12.46,93.2,49.18,17.11,11.93
14.53,8.68,84.8,53.25,24.17,10.87
10.5,4938,91.6,67.61,32.18,12.46
10.77,5.717,91.3,75.3,46.24,6218
13.29,7.81,91.6,53.62,25.78,12.45
11.44,8.13,94.3,63.52,37.71,6313
11.11,6356,94.1,67.48,41.91,9.45
10.97,6553,81.6,50.61,30.92,11.98
10.44,4796,92.2,58.74,31.91,10.89
12.04,6533,84.8,55.88,31.05,7.12
14.54,8.57,92.9,68.76,43.42,9.48
18.59,14.56,77.2,56.63,42.4,3.31
20.1,11.56,92.3,73,37.34,10.95
16.2,10.08,93.4,82.3,55.26,6.389
11.09,8.2,94.5,91.6,83.8,2.936
13.62,7.65,96,84.7,55.61,8.12
11.77,7.01,94.9,62.03,27.85,7.51
12.56,6223,88.7,54.9,32.57,11.06
11.64,3832,94.3,77,39.77,7.18
10.85,5.338,93.6,73.2,42.78,6188
11.72,7.22,90.3,61.77,39.38,9.42
9.51,4455,84.9,57.76,32.72,12.76
13.16,4997,84.3,61.52,33.57,9.38
16.66,7.24,89.8,57.32,19.5,10.69
16.79,7.69,89.7,64.1,31.09,11.05
15.93,6284,92.3,72,34.69,10.97
16.18,6851,92.2,72.2,33.71,11.07
19.56,8.48,93.3,64.55,23.17,11.31
15,8.41,93.1,69.97,41.7,11.21
12.96,6394,94.6,84.5,64.68,9.45
10.57,6.637,94.5,84.9,72.2,6197
13.22,5954,95.3,79.8,50.75,10.29
13.81,5749,95.1,69.62,34.76,11.06
8.71,7.03,93.5,86.3,74.9,2354
10.17,7.87,92.7,82.2,71.1,2519
14.54,9.2,93.8,84.9,64.19,8.19
13.02,8.02,95.6,86.5,67.99,10.09
12.36,8.43,94.2,83.3,68.62,4259
14.21,7.8,95.2,88.6,68.94,7.46
15.07,9.97,94.9,81.6,56.07,5803
14.16,9.07,94.7,84.2,63.38,4.4
10.52,6849,94.2,88,67.31,2507
11.76,6419,95.5,85.2,62.01,10.45
12.09,5765,95.5,75.8,44.56,10.58
6393,4279,92.3,75.3,60.28,3.246
5.338,3074,92.6,79.1,55.49,4205
8.84,3018,95.3,80.7,45.04,10.88
4282,794,94.2,84.9,63.03,3.223
9.79,6314,88.4,74.5,57.54,4.014
12.88,6.52,93.9,67.19,36.78,11.82
14.15,5606,93.8,71.8,32.71,7.35
14.74,6091,94.7,73.9,37.36,12.6
13.61,4.85,95.1,79.5,36.36,10.43
9.98,6259,95.4,82,53.59,5362
13.35,6157,94.6,80.7,50.55,11.22
15.46,6.51,95.7,81.4,45.08,12.09
14.94,10.39,95.6,74.1,52.82,6744
13.57,9.14,84.7,50.32,29.24,10.31
12.09,6.242,72.2,40.95,16.65,13.19
17.34,10.59,69.92,53.02,44.44,4149
21.09,17.57,63.65,48.63,32.87,8.98
16.33,13.82,59.02,39.49,26.04,11.75
16.91,10.05,62.95,44.86,33.56,12.48
12.15,8.31,55.86,43.01,28.11,12.39
15.95,9.11,80,49.28,28.05,9.91
20.35,13.71,66.9,50.59,30.34,13.74
21.47,12.62,89.9,63.84,30.27,14.56
19.56,10.16,92.2,67.37,21.69,14.52
13.22,8.94,92.9,60.25,37.98,10.71
8.53,6.462,91.1,79.7,52.41,2748
10.44,8.28,89.3,76.5,63.14,6496
14.34,8.83,89.9,62.5,32.63,13.55
16.12,11.22,87.4,56.94,26.96,15.06
12.1,8.29,93.1,78.7,58.02,8.23
12.24,7.81,80.5,56.17,34.92,9.62
10.84,6.821,61.63,43.9,27.78,14.32
14.74,9.44,64.11,46.14,23.51,12.8
18.03,12.44,84.6,55.66,35.94,14.48
20.42,10.88,92.5,63.97,35.8,13.35
15.32,7.98,91.8,70.7,41.29,16.29
18.29,8.52,89.5,60.17,23.96,16.65
15.07,7.62,92.9,74,45.61,16.43
18.29,7.9,95.6,76.6,39.39,16.49
10.9,7.93,94.5,78,63.3,6.868
11.49,6.39,89.8,72.5,46.49,15.53
10.5,4724,94.9,77.7,52.11,11.12
17.96,6784,95,70.1,21.23,17.5
17.24,9.01,91.8,67.52,31.83,17.04
11.42,7.19,95.1,84.9,67.54,6357
14.65,7.24,94.3,74.3,40.21,17.27
15.45,7.95,95.3,80.3,50.72,16.63
20.54,9.25,94.3,67.3,24.82,18.12
14.12,7.22,93.2,82.4,62.37,17.33
14.07,9.25,94.6,74.5,45.15,14.38
13.94,8.74,90.7,69.96,44.61,17.63
16.26,9.02,91.3,73.5,38.11,13.2
16.37,10.51,91.6,74.1,45.27,13.6
18.56,11.38,95.3,66.13,37.88,17.2
15.2,10.09,90.8,69.83,46.01,9.46
9.52,6.957,93.3,89.1,75.7,1279
16.2,10.27,93.2,62.16,37.17,11.65
14.42,11.5,69.01,45.62,30.5,17.8
15.75,11.86,57.29,46.51,35.93,5864
22.13,15.3,82.3,54.86,30.21,20.26
21.53,12.14,89.3,63.81,31.86,20.74
15.62,10.12,89.9,73,52.34,14.5
16.76,9.48,93.9,76.1,38.4,19.84
21.27,11.87,94,66.8,32.66,21.04
16.44,10.16,82.8,68.53,47.72,21.15
19.47,11.15,89.7,52.31,18.83,22.14
24.23,15.34,76.7,49.94,22.22,21.59
20.55,13.54,72.3,44.4,17.56,21.26
18.69,11.77,89.2,54.8,31.03,22.02
15.58,9.45,94,74.6,44.93,19.05
15.18,9.21,93.1,76.3,53.25,15.09
19.67,10.75,95.4,74.6,41.78,22.73
23.84,12.91,95.3,63.75,26.6,22.62
14.98,10.99,93.7,74.7,58.99,19.46
