MaxTemp,MinTemp,Humidity,Radiation,WindSpeed,Rainfall,ET_PM
17.73,10.78,100.0,87.1,57.31,13.38,23.783858327619733
16.13,13.72,100.0,97.0,88.9,2.663,25.973840437092647
17.87,14.81,100.0,89.3,56.6,9.22,24.395435355749527
16.73,12.28,100.0,83.8,49.68,11.02,22.992506281112945
15.46,9.97,100.0,87.3,57.01,12.2,23.84294625169275
19.55,13.63,100.0,92.2,63.68,8.16,25.07654487435892
19.08,15.32,100.0,94.7,75.2,8.39,25.572911445241584
20.89,17.17,100.0,92.7,72.0,5091.0,25.0824896882964
20.02,16.3,100.0,93.1,68.85,7.3,25.24000998525671
17.67,13.29,100.0,89.9,63.61,11.89,24.452057781329586
18.14,12.67,100.0,90.6,56.93,9.21,24.745464788129024
17.87,10.7,100.0,90.9,60.1,10.77,24.77824921349232
20.01,10.94,100.0,90.2,50.3,12.08,24.738854997009664
20.76,14.17,97.1,82.7,52.93,11.45,22.64455160784392
22.97,14.66,100.0,86.1,46.24,10.14,23.674763135787515
21.17,14.82,100.0,86.5,55.88,6659.0,23.641171116570682
23.28,16.96,100.0,78.0,42.68,6884.0,21.495731823746176
22.59,17.61,99.1,78.5,41.08,4478.0,21.65543758596985
23.17,16.64,100.0,86.7,51.09,10.88,23.7671227379477
17.34,14.96,100.0,97.3,84.9,3349.0,26.118268080402313
18.08,14.19,100.0,92.8,66.8,6148.0,25.19075538297428
17.35,13.23,100.0,89.1,67.52,6312.0,24.175556655132116
15.53,12.64,100.0,93.1,71.5,4976.0,25.19853136720138
16.6,11.49,100.0,89.0,62.67,7.71,24.221454059233352
14.31,10.79,100.0,97.8,85.8,5829.0,26.23795985851947
18.94,13.57,100.0,94.5,74.4,9.51,25.531540666203995
17.47,12.18,100.0,78.5,46.58,10.63,21.580382143294717
16.46,11.23,100.0,85.2,52.64,9.7,23.333211094248593
14.32,10.52,100.0,91.7,72.9,7.79,24.798076535395168
11.55,7.69,100.0,96.7,79.4,5251.0,26.045312176497795
11.96,6557.0,100.0,94.9,74.0,8.76,25.64596088122338
12.5,5.328,100.0,87.3,46.91,10.75,23.994596749028855
16.06,7.03,100.0,83.6,46.26,10.66,22.98705296300408
12.16,4815.0,100.0,94.6,70.2,7.37,25.62518126145592
14.17,6426.0,100.0,84.2,45.79,10.49,23.15888915598963
16.2,6654.0,100.0,88.6,54.71,9.25,24.23287306356935
14.78,6914.0,100.0,92.0,68.48,9.58,24.9475265623057
18.09,11.85,100.0,87.2,61.95,3919.0,23.74224123164924
13.24,10.96,100.0,92.4,82.8,6001.0,24.835035523145216
16.54,10.61,100.0,86.8,56.78,7.37,23.709801150926538
11.09,7.7,100.0,97.9,90.7,2531.0,26.18591684598009
10.35,7.51,100.0,98.8,91.9,3.42,26.407225253336716
16.53,7.64,100.0,96.9,67.52,7.25,26.291935352214388
18.95,8.11,100.0,92.0,55.41,9.99,25.151769539491045
17.07,7.84,100.0,93.4,66.88,10.02,25.35236521081827
16.05,7.67,100.0,90.3,58.12,9.54,24.645173056504
15.99,7.81,100.0,90.2,56.29,10.0,24.64608423117809
15.45,8.06,100.0,89.3,55.82,9.66,24.40735149873253
15.85,7.28,100.0,90.5,58.76,9.76,24.68987703324981
16.8,7.07,100.0,89.3,51.04,8.61,24.480631089638027
15.52,6854.0,100.0,87.9,51.04,10.18,24.096836201334632
13.23,5535.0,100.0,93.4,67.77,8.85,25.33834020309313
10.69,7.11,100.0,98.4,88.5,4.861,26.355188368159496
10.62,6221.0,100.0,67.5,35.37,10.82,18.68833551973247
11.22,3498.0,96.2,68.02,25.02,10.93,113.39262635685321
13.23,3299.0,100.0,75.6,27.16,10.78,21.040515382879818
14.04,3809.0,100.0,80.0,34.97,10.83,22.15475995858659
14.78,5314.0,97.0,78.1,36.56,10.74,227.7431491889236
16.53,6.241,100.0,77.5,34.32,10.74,21.471279180998188
17.81,6697.0,100.0,78.4,33.84,10.95,21.727243181411875
14.44,4918.0,100.0,87.7,50.89,10.44,24.044273721079662
12.23,5299.0,100.0,94.7,72.8,6.219,25.610941795042457
14.65,4348.0,100.0,88.1,44.52,10.45,24.250978240919814
15.52,6.082,100.0,83.7,46.75,10.58,23.007447042159754
19.63,7.01,100.0,76.7,32.09,11.04,21.279762682591013
18.34,6942.0,100.0,78.1,31.69,11.18,21.67369174063717
17.13,6104.0,100.0,82.3,40.37,10.54,22.713883158140092
17.54,7.49,100.0,79.5,33.37,9.61,22.038666815152716
18.94,8.86,100.0,79.8,36.07,10.48,22.08395924811199
18.62,9.13,100.0,84.1,48.33,9.48,23.094417920435163
15.4,9.79,100.0,86.9,68.08,8.66,23.57042359457512
13.17,9.55,98.0,80.6,48.66,9.52,22.12875197850617
11.08,4677.0,100.0,90.6,62.36,11.13,24.661663066508016
7.06,5549.0,100.0,99.6,96.5,1404.0,26.54626807770619
12.91,7.96,100.0,76.3,41.42,6107.0,21.04397756726011
6.65,3015.0,100.0,94.9,72.6,5487.0,25.66821137941134
10.62,5.576,100.0,92.9,71.1,8.17,25.15063793806474
13.77,7.77,97.2,75.5,45.15,11.89,20.774430904461827
13.97,4.53,100.0,86.5,49.03,11.1,23.743016813404115
12.89,4.81,100.0,77.9,38.07,12.6,21.530846555930577
16.19,6591.0,99.9,74.5,36.15,12.61,29.385679182095682
17.33,6.58,100.0,76.6,29.23,12.63,21.290725687697634
18.74,7.14,100.0,80.2,36.22,12.03,22.192545040798514
17.26,7.44,100.0,80.0,37.98,12.77,22.112527605586443
13.24,7.38,100.0,92.2,73.1,8.43,24.93020024808037
20.17,14.31,98.9,87.8,60.43,7.31,23.92834615705619
15.52,12.4,100.0,75.1,39.67,9.59,20.7359419731752
13.7,7.3,95.0,68.83,35.68,14.01,19.052908711944976
10.56,6.252,100.0,93.6,78.1,5.036,25.23059512249224
13.05,10.16,98.3,92.02,80.8,5.54,24.76347274641494
11.69,7.74,98.2,66.11,37.52,12.51,18.278597365399055
11.82,5.588,98.0,60.0,27.09,14.72,16.699591640890873
12.09,4141.0,100.0,78.8,37.52,14.48,21.78718672399671
11.48,6365.0,99.0,77.7,51.45,10.32,140.18159354182984
12.76,5982.0,93.1,71.4,38.63,14.66,598.3216871785792
17.26,7.75,89.7,64.48,24.92,14.76,17.97148680433234
14.38,8.28,96.3,72.7,41.42,9.25,20.051158767168285
16.93,9.88,99.2,73.5,41.08,12.49,20.276098047987567
17.21,11.02,97.9,77.7,47.46,11.73,21.3486850432068
17.13,10.43,98.6,82.1,49.6,11.51,22.52724745055755
17.2,11.88,100.0,84.6,58.36,9.81,23.086032961918807
13.65,11.17,100.0,94.3,74.0,6.13,25.48381571232207
12.56,7.88,100.0,95.7,81.2,5.633,25.7473704083392
15.39,10.92,100.0,70.1,47.47,10.77,19.260346704493234
17.88,12.2,83.9,61.78,40.37,16.42,17.05103434576004
17.47,11.07,83.0,63.35,33.28,16.69,17.563001646152003
17.87,10.04,97.9,70.4,35.35,16.59,19.491536352550355
14.71,9.4,100.0,93.3,77.5,6602.0,25.159050933468684
17.2,9.56,100.0,82.7,42.2,15.23,22.797897124294416
17.54,11.17,100.0,85.3,58.68,10.82,23.272395928629674
16.46,11.25,80.6,58.33,34.16,18.02,16.162315478178147
17.46,9.73,100.0,71.7,42.2,17.28,19.7655287038925
21.09,11.48,100.0,76.8,44.1,16.09,21.14606823074383
19.61,11.69,100.0,79.1,44.1,13.33,21.77934891994579
19.21,11.47,100.0,80.1,48.0,15.41,22.00055934152822
20.76,11.98,100.0,82.2,50.31,16.66,22.544579845912136
24.39,13.6,100.0,81.9,47.99,17.75,22.4950954973278
23.24,14.12,100.0,80.4,45.68,18.21,22.115246675717955
22.58,14.37,100.0,76.5,36.7,13.99,21.16225924681989
18.01,11.55,87.8,45.28,23.42,20.2,12.632363957322552
21.29,10.56,93.3,57.52,20.47,19.81,16.077289665969243
22.57,10.45,97.8,60.77,16.64,20.02,17.02737595076563
25.93,13.07,93.4,61.9,22.76,19.68,17.276227474256224
25.8,13.41,97.8,64.66,22.13,19.97,18.053715359599767
26.26,13.87,96.6,65.91,16.0,20.19,18.475184300594254
26.13,14.26,98.9,65.13,21.57,20.17,18.191438583929287
24.52,14.1,100.0,69.1,28.58,20.35,19.214078102227955
19.89,12.38,100.0,77.4,39.65,17.91,21.371267853520035
19.75,12.15,100.0,61.7,24.92,20.74,17.196518300362158
19.21,11.25,73.3,47.75,20.55,21.64,13.34611447462457
19.15,10.67,90.3,60.65,26.91,21.33,16.882594777594687
19.36,11.47,96.2,74.3,33.13,11.09,20.600372439782433
14.18,10.92,99.8,86.9,66.66,7.58,23.591249721860475
19.42,11.62,100.0,87.1,45.54,12.56,23.96029796849749
19.89,12.3,100.0,88.5,50.95,11.56,24.262691288540417
16.05,11.4,100.0,93.2,69.66,9.36,25.254414142844546
17.0,12.57,100.0,87.7,63.54,10.38,23.854716562686885
16.47,12.34,100.0,92.2,70.7,10.39,24.9673231059503
13.78,9.34,100.0,85.7,56.94,16.84,23.406987431761017
16.0,11.45,100.0,59.46,24.77,22.19,16.573791425762053
18.48,9.91,100.0,78.7,41.57,15.56,21.703854044492036
23.71,15.15,100.0,79.8,44.8,22.91,21.962387914472245
27.48,17.13,100.0,78.0,40.02,23.4,21.531896525408207
28.21,17.64,100.0,68.12,23.95,22.73,18.997615725566767
28.42,18.43,100.0,67.09,31.99,23.48,18.61473320463729
31.23,20.0,100.0,65.5,24.43,23.8,18.261337248800242
30.5,20.83,98.9,52.4,14.33,24.6,14.703956613006042
28.14,17.96,97.4,60.64,23.56,24.41,16.91584421301825
27.48,17.69,100.0,69.81,30.08,20.52,19.392969286564878
28.95,18.77,100.0,69.8,20.69,23.6,19.506775896685976
24.99,18.06,97.0,72.2,46.4,22.68,19.850845849237732
23.58,17.49,94.8,74.8,46.16,15.72,20.568889209020682
21.77,15.23,100.0,72.4,41.4,18.76,19.96858757506349
16.54,12.91,98.2,72.8,52.4,7.89,19.94036310642465
19.28,14.7,96.5,82.9,61.37,13.65,22.57979890617114
22.71,16.52,94.7,70.1,36.22,19.32,19.397898301674772
17.48,13.66,100.0,91.8,72.2,8.14,24.835890985988936
24.72,16.04,100.0,78.5,37.72,24.88,21.701491055580156
27.21,17.99,98.5,65.16,31.59,25.23,18.083887584327726
28.22,20.25,82.3,49.26,23.56,17.17,13.741785445975772
21.78,15.7,100.0,87.0,50.87,12.9,23.852657864617726
22.31,16.23,100.0,86.0,48.63,17.88,23.61171372529853
25.87,17.48,100.0,79.8,39.4,24.08,22.03742823337114
23.64,17.55,100.0,66.64,24.12,25.5,18.58284799361595
23.51,15.92,100.0,63.76,29.69,26.58,17.716698660617197
26.53,17.48,100.0,59.86,25.07,26.17,16.682090641330202
25.6,18.22,86.5,60.09,29.21,24.59,16.70245247835938
24.59,17.64,98.7,70.4,39.55,25.85,19.439746987872457
28.0,18.42,100.0,62.14,17.35,26.1,17.40328048791132
22.71,16.67,100.0,68.68,31.6,16.19,19.06061890165833
19.29,16.0,98.1,87.0,74.2,8.22,23.508249298429387
20.24,15.96,100.0,88.3,66.63,12.49,23.97175548452752
21.24,14.91,100.0,79.27,48.12,16.45,21.770944421497784
24.05,16.61,99.6,70.4,28.59,25.24,19.575444824484585
25.73,17.55,98.8,60.03,25.28,27.96,16.727255707599685
27.0,19.05,96.7,59.72,32.76,27.38,16.561874147343264
29.35,20.49,97.4,59.55,25.27,24.98,16.5936624727964
33.11,22.71,93.9,51.44,18.19,27.95,14.398985188778651
30.63,21.68,83.5,52.3,22.04,19.62,14.60398207790213
28.96,20.4,83.0,58.63,19.28,18.71,16.40035058690668
24.92,19.03,91.2,60.53,30.07,24.08,16.815405420136834
27.67,18.65,91.2,50.02,14.69,29.03,14.032985550292162
31.77,20.99,82.2,44.98,16.44,29.17,12.6051208086419
26.07,18.91,91.5,64.27,37.22,20.62,17.773550204901873
33.32,21.73,94.4,50.85,8.56,28.66,14.322193654696608
34.25,23.72,82.5,41.17,14.22,27.87,11.55391179713433
35.32,23.82,79.9,40.22,13.54,28.99,11.292304144880006
36.81,23.95,91.1,46.7,12.87,27.21,13.116975477823594
39.35,26.71,80.8,35.76,7.07,25.33,10.081930524688227
37.75,26.69,66.2,31.49,8.49,27.25,8.870256650984462
31.43,23.38,61.01,31.08,11.32,29.27,8.73890624785621
31.97,23.39,56.27,29.5,10.18,30.5,8.300795760506876
33.44,22.65,80.4,41.41,15.56,29.67,11.611323358899984
31.31,22.68,69.46,38.9,12.6,21.83,10.92841870015603
29.01,21.67,85.0,58.31,33.63,28.51,16.162444408427362
29.15,20.18,92.2,44.09,7.89,29.95,12.42358808255045
28.14,20.45,67.51,40.33,21.23,29.48,11.267840942289876
29.35,20.93,79.0,42.31,14.36,29.53,11.872747221350698
29.01,20.9,85.5,44.81,17.93,28.88,12.545405331724965
23.85,19.51,70.4,49.57,36.41,16.03,13.716227385857236
29.28,21.5,78.8,48.28,21.1,28.12,13.489695889851983
30.96,22.4,83.1,52.49,23.72,28.32,14.641366437282255
34.11,24.36,83.0,41.99,8.56,30.17,11.82690493217525
34.38,24.95,66.81,34.13,15.77,28.41,9.569223562690164
30.9,23.73,69.24,42.37,24.67,29.79,11.812013341184949
31.97,23.56,86.2,57.75,21.9,25.32,16.1271615554293
32.98,24.47,92.4,49.08,17.18,29.86,13.747330586836979
33.37,24.18,66.34,43.11,17.52,28.33,12.073256212144791
35.32,25.69,76.2,40.25,19.07,29.89,11.26101541506648
36.26,26.19,65.87,31.56,12.06,30.44,8.86973795382695
34.58,25.25,63.77,32.03,9.5,31.19,9.016508990724873
35.92,26.29,73.2,36.14,14.82,30.14,10.13875860737982
35.85,26.81,68.02,35.33,16.57,28.85,9.900655812074833
36.86,26.56,57.62,30.59,11.72,29.7,8.599214045820217
36.39,26.09,50.34,29.07,8.56,28.06,8.188477890957161
34.04,25.68,63.97,39.8,17.25,29.18,11.148386185743261
31.36,24.73,75.1,52.42,29.25,28.72,14.570893365449514
24.79,20.91,92.5,65.41,45.71,16.92,17.992057157633948
27.13,20.49,92.4,60.56,32.28,22.91,16.800117626231334
25.52,19.2,86.6,54.24,23.39,28.64,15.132453864224345
25.52,17.69,96.1,67.42,32.42,21.23,18.701313238284655
24.66,18.81,96.9,68.07,28.25,25.06,18.931745995485144
29.95,21.87,96.5,53.88,22.64,30.25,15.03899493909548
33.71,24.76,88.7,41.35,17.32,30.21,11.581259417853834
34.92,25.85,72.5,35.27,14.82,30.64,9.894694242999485
36.99,26.92,72.8,36.93,12.87,30.77,10.37331682482567
38.6,28.7,68.61,33.36,11.92,30.48,9.376450407100945
36.79,27.88,60.89,35.83,15.09,24.43,10.050483924932637
32.5,24.98,82.7,53.43,21.7,30.11,14.922852501586192
33.3,25.05,88.3,45.2,14.62,31.46,12.681463299399706
33.24,24.73,84.6,44.14,17.79,30.6,12.359052166248063
36.12,26.87,73.2,36.0,14.28,30.31,10.102981349116071
38.94,28.88,65.1,32.58,11.58,30.3,9.159316572925281
41.01,30.76,54.85,25.94,9.9,30.14,7.300872202173476
42.83,31.8,49.24,24.18,8.55,30.21,6.811571352444268
41.96,30.65,66.44,34.78,8.42,29.9,9.797516156970872
34.65,27.32,75.5,48.71,31.6,29.37,13.519777756661796
35.79,26.95,79.1,44.09,8.49,28.69,12.419030740916176
36.59,27.54,78.7,43.8,13.14,28.93,12.300646220006172
37.59,28.57,66.91,38.95,19.4,28.59,10.89553600686601
38.73,29.82,65.16,34.47,15.56,28.06,9.666149650913459
39.95,31.48,65.28,37.26,16.77,27.92,10.440508797190857
44.03,33.05,64.35,30.1,7.54,28.58,8.484124667983123
43.3,32.71,56.05,27.5,9.36,28.41,7.7426044920979615
41.35,31.67,61.79,29.85,9.36,28.31,8.403930818821353
38.26,29.44,68.21,32.25,13.0,29.19,9.058283532676372
36.19,27.54,66.83,36.92,11.92,30.12,10.376935404851773
39.14,28.95,81.6,39.73,8.89,30.01,11.188097964993723
40.28,30.14,69.69,33.15,6.87,29.87,9.34751646369519
40.48,30.26,64.63,28.91,4.31,30.16,8.16537656539525
40.28,30.16,54.66,26.27,7.34,29.96,7.405659228552829
42.15,31.58,62.0,28.01,9.63,28.55,7.884619551764909
42.48,33.27,56.85,25.35,7.74,27.63,7.144610871209407
40.13,32.2,38.91,23.82,14.14,22.52,6.687031180975351
37.93,30.06,52.21,30.82,14.01,28.73,8.651605242310652
39.07,30.55,67.86,34.63,14.75,29.5,9.715950006494994
40.13,30.74,66.98,34.31,11.18,29.03,9.648111179095958
40.13,31.21,59.02,33.18,16.84,29.24,9.297248672443331
40.61,31.41,67.58,32.16,12.93,29.1,9.033540334679463
40.2,30.84,63.61,30.82,9.29,29.24,8.677293355207457
37.93,29.22,58.89,33.46,16.57,29.59,9.377120736126214
37.05,29.08,64.82,34.46,16.77,29.4,9.655860334553102
39.26,29.54,64.29,32.98,7.54,29.07,9.29567332316314
41.01,31.17,58.68,31.69,10.71,28.58,8.91433099311512
42.41,32.25,65.9,31.85,8.21,28.33,8.973443730964192
40.67,30.99,58.28,31.87,8.08,28.35,8.979911113510829
37.93,29.5,61.21,40.05,20.07,28.71,11.198731093244993
35.18,27.6,73.0,49.4,24.45,26.71,13.773716688166449
36.98,27.41,78.7,40.86,9.09,28.85,11.504838797119923
38.52,30.21,65.62,38.8,23.66,26.96,10.824503542669145
37.32,30.32,68.91,49.71,29.43,25.98,13.816908834882685
37.86,28.37,85.0,46.3,12.12,27.87,13.011077798837334
39.33,30.16,71.1,36.27,14.07,26.69,10.180319657733925
39.26,30.85,58.74,32.67,16.64,19.67,9.155481475665487
39.46,33.04,50.89,31.69,17.39,14.23,8.877132009658936
32.71,27.19,86.9,63.59,26.89,12.6,17.701614199822075
34.38,27.13,83.1,60.73,34.76,8.11,16.8215136737925
40.26,30.74,73.5,46.5,17.1,24.92,13.026201727164166
36.17,27.86,82.0,51.23,21.89,21.9,14.306842366068308
38.12,28.6,67.59,33.71,8.35,24.17,9.496418534780387
34.84,27.3,64.49,29.33,7.07,26.5,8.26933265282359
32.63,24.81,60.26,35.24,11.25,26.41,9.909012982890719
32.89,24.08,74.8,44.03,17.58,26.04,12.330167635730959
32.63,25.14,73.8,48.92,29.38,26.36,13.597087676324229
33.76,26.55,77.5,50.42,28.09,26.74,14.02534567851057
35.43,25.71,81.4,51.03,19.4,26.19,14.27361391370317
35.37,25.97,84.1,50.76,26.0,25.7,14.13839338938713
37.85,29.69,68.93,42.71,20.81,24.71,11.936475106123748
38.05,29.94,72.0,45.95,17.31,24.25,12.870389398223187
30.88,25.67,82.0,57.39,34.37,25.5,15.900273911207124
30.08,23.43,79.0,56.74,22.04,19.18,15.843900897683644
29.68,22.75,78.9,50.88,29.71,22.03,14.138467896980432
34.96,24.98,74.2,37.47,15.42,25.57,10.50775496519532
35.37,26.52,60.46,37.12,16.57,25.04,10.402430010640519
37.05,27.58,76.4,42.21,17.38,23.62,11.82214653725782
39.32,29.24,63.62,35.87,16.77,24.29,10.05102840353535
39.19,29.22,65.82,42.01,18.79,20.67,11.756092212202043
37.12,28.76,72.3,47.45,26.94,17.05,13.209340502875397
31.75,26.7,80.2,57.98,36.05,14.8,16.046823416220676
32.75,24.92,83.6,56.27,22.24,23.45,15.71058246820367
29.27,22.68,82.6,63.36,39.82,20.06,17.493664515173176
27.59,22.0,82.6,57.11,30.73,20.67,15.859064149195392
28.67,21.82,73.8,54.59,30.39,21.17,15.162941675391396
25.65,20.23,81.7,59.2,40.44,9.52,16.338642351109925
32.22,24.31,69.87,48.93,26.88,19.2,13.621569867694848
28.79,23.25,87.1,60.74,32.09,14.02,16.85235420053024
32.08,23.64,70.8,46.74,18.73,22.25,13.079515690661221
33.22,25.07,87.0,49.71,18.59,21.34,13.911389619472205
34.1,25.53,75.5,41.31,19.0,22.21,11.558065021695711
32.76,24.17,71.3,43.66,19.61,20.82,12.210842019415805
29.74,22.54,69.23,49.44,26.21,15.3,13.76926822678782
28.8,21.64,83.9,54.6,22.91,22.56,15.237699077650843
28.67,21.98,82.6,55.14,27.49,22.66,15.343608832393793
27.39,20.85,86.9,60.69,25.07,19.46,16.91379624256594
25.25,20.14,96.0,76.7,53.87,5981.0,20.98940257010456
26.12,19.56,97.7,62.3,28.51,22.01,17.32410291116537
29.87,20.17,92.5,54.8,21.42,22.5,15.307825497847842
31.81,23.24,88.5,55.52,27.01,21.44,15.453913229638317
32.41,24.05,84.5,53.16,27.76,21.08,14.790159311306043
32.7,24.8,78.2,53.59,29.04,14.08,14.897974751616513
33.3,23.79,93.5,50.03,12.26,21.71,14.057726087532467
32.15,21.65,81.7,44.92,15.02,21.24,12.599781794054413
30.07,21.64,86.0,53.93,26.55,19.43,15.015795984767689
31.34,22.03,88.9,57.53,20.41,20.19,16.080922347445867
32.42,22.21,86.8,51.05,17.05,18.12,14.30043551900794
33.36,23.27,71.5,37.72,15.16,18.51,10.579616660795276
30.47,22.48,76.6,44.52,17.32,15.1,12.469329754641564
28.33,20.61,79.2,51.02,22.57,17.85,14.24182809604564
28.06,20.48,90.6,55.89,27.29,19.68,15.553975506892336
30.34,21.14,71.4,47.18,23.96,18.51,13.15860199649402
31.35,21.68,79.3,45.06,22.17,19.68,12.581487941429039
28.07,22.05,70.4,49.1,34.17,11.97,13.605675339144742
29.27,21.9,84.5,60.2,36.39,13.35,16.657187938265984
22.64,20.38,99.7,81.0,45.99,5355.0,22.275947802154324
25.91,21.05,99.4,76.5,47.31,18.41,21.0209304851365
25.58,19.08,99.2,74.3,37.54,16.15,20.542766641119254
26.31,18.35,98.3,71.7,36.19,17.14,19.840910977946557
25.52,18.65,95.9,67.86,40.37,16.71,18.728779220800956
23.51,18.5,93.6,72.5,49.49,11.28,19.894773065685943
21.83,18.56,99.6,88.1,70.9,7.93,23.854128720195465
24.45,19.17,99.8,82.7,55.28,10.38,22.611106340198877
24.51,18.62,96.8,81.7,49.21,10.73,22.423107490577042
25.24,18.77,100.0,78.4,47.45,16.8,21.541086925981872
26.51,18.87,96.6,75.4,39.15,17.52,20.825772496191338
26.79,18.84,98.3,72.2,41.25,13.29,19.91539105574797
23.78,17.37,98.1,84.4,48.47,5251.0,23.17484697265442
21.97,18.05,98.7,93.1,72.3,5803.0,25.186122149469533
21.23,18.46,98.5,84.6,65.75,8.37,22.97994462613816
24.97,19.76,90.8,77.6,45.83,10.71,21.343498704298863
24.71,17.96,96.1,68.41,33.43,16.33,18.96375180846826
24.31,16.21,86.0,63.96,27.64,16.81,17.79586625149324
24.78,17.06,88.3,64.69,29.39,13.15,17.978888585611237
21.9,16.78,93.8,74.4,48.82,6985.0,20.424705895529286
25.31,18.01,92.0,69.66,35.73,12.0,19.282254580958135
20.89,17.74,100.0,90.4,72.9,6533.0,24.446522560520425
20.35,16.6,99.0,81.6,52.73,11.7,22.346083130299167
20.01,14.49,100.0,85.3,54.69,11.69,23.330586678627483
22.49,14.92,99.2,80.6,39.5,15.06,22.256973724444645
25.11,16.83,98.1,72.0,39.49,14.89,19.882335901919166
24.39,17.28,97.2,75.6,45.98,10.8,20.791128297679457
24.92,17.65,100.0,72.5,38.36,10.08,20.03465669734944
17.81,14.45,100.0,84.4,60.71,10.5,22.997665607792488
19.89,16.17,97.8,86.7,68.18,8.73,23.51483642238772
21.49,17.26,97.2,83.6,58.8,11.51,22.80701997235668
23.3,17.81,98.4,83.5,52.31,12.13,22.872458516068285
25.32,17.58,98.9,81.1,48.53,13.72,22.267850008763048
26.45,17.64,99.8,79.9,43.0,13.74,22.01490663594378
26.12,16.09,99.7,77.1,29.05,14.01,21.432164607546564
23.84,14.86,98.6,76.8,35.19,14.02,21.26564524664314
24.91,15.16,95.8,73.8,31.68,13.65,20.48064498118015
24.98,14.35,98.2,76.8,33.03,13.49,21.294836959779868
23.09,13.53,98.6,79.1,37.41,13.19,21.871700945747012
22.43,13.01,99.5,82.4,45.98,12.78,22.66111118282264
22.16,13.16,100.0,80.5,40.05,12.83,22.22159976842546
22.03,12.84,98.2,80.4,43.01,12.76,22.15258435100557
22.03,12.66,99.7,82.7,45.04,11.93,22.75708639673206
23.31,12.19,100.0,83.4,42.47,12.45,22.986945919208278
21.22,11.91,100.0,77.2,32.56,12.93,21.412086205709297
22.23,11.95,98.7,77.7,37.08,11.37,21.489078101121912
23.77,12.88,100.0,81.0,41.32,11.24,22.341676350866077
20.77,11.67,100.0,77.3,39.28,5.497,21.34865357497766
14.51,8.63,95.4,66.71,38.66,12.0,18.43124331693554
15.51,8.41,97.1,60.56,16.46,12.42,16.970495596331176
15.71,6065.0,94.2,67.1,34.13,12.0,456.7373087550109
15.99,6856.0,97.7,80.5,49.51,11.3,307.67814281788645
17.65,7.94,100.0,82.3,40.46,11.52,22.712590558391835
19.88,9.61,98.3,77.0,40.8,11.53,21.24541172753209
20.01,10.78,98.8,73.9,39.72,11.46,20.40399649487394
19.54,10.24,91.9,69.52,35.27,11.69,19.24901560919101
19.0,8.47,94.9,68.61,28.66,11.7,19.07694761877523
18.14,8.57,93.4,70.6,34.46,10.22,19.558044007247496
17.87,9.52,92.1,70.1,38.04,8.76,19.375553943047215
21.42,10.94,95.5,73.5,38.97,10.74,20.303283841121992
21.63,10.98,96.4,75.7,36.68,10.59,20.94131776691677
23.44,10.48,98.3,75.3,27.57,10.51,20.95157995408635
19.14,9.44,98.1,78.7,43.49,10.34,21.67760868339055
15.52,10.08,91.5,77.7,56.54,5153.0,21.22756471655582
17.13,10.3,97.2,83.0,52.28,5.617,22.735936990203736
19.08,11.16,93.3,77.4,44.85,7.41,21.3013984624043
19.61,11.26,98.6,78.6,42.55,9.81,21.662903355000687
18.67,10.2,96.6,78.4,43.02,8.88,21.601424512652372
18.4,10.49,94.3,75.7,44.1,9.67,20.843359195196715
15.19,11.02,96.9,79.4,61.54,4748.0,21.62415253335572
17.07,12.08,92.3,77.5,49.38,5641.0,21.268213552090472
20.49,11.37,94.7,71.1,33.18,9.58,19.712559219565403
20.62,12.06,87.3,62.12,34.73,8.45,17.206118846245367
21.09,10.27,93.7,72.87,35.56,7.12,20.17282452249929
18.34,9.23,96.0,76.5,41.28,8.21,21.101109126883987
19.74,9.62,94.8,71.7,32.16,9.92,19.89178192856498
19.81,10.87,92.5,73.1,40.68,8.58,20.17104337715481
19.48,10.37,100.0,78.2,39.92,9.7,21.588471957434393
20.82,8.82,98.4,78.9,36.88,9.72,21.82372316610913
18.26,8.07,97.9,81.3,48.55,9.49,22.322490649641967
17.39,8.2,98.7,84.7,52.54,8.52,23.197774604159708
17.06,7.9,100.0,84.7,51.46,9.45,23.21346690311997
18.14,8.89,95.2,78.1,44.44,9.55,21.49952930518833
17.74,8.84,92.5,74.1,40.67,6.844,20.44708105494541
15.68,11.23,91.1,68.29,49.66,4885.0,18.737477599536355
18.06,12.19,100.0,91.3,61.44,7.11,24.866473599626904
15.92,9.04,100.0,89.9,62.73,8.6,24.465474779958477
13.44,12.31,100.0,97.4,86.6,1991.0,26.1178037045475
17.74,14.88,100.0,97.2,86.0,4322.0,26.07378533246491
17.2,13.39,100.0,85.0,48.9,8.84,23.333195856962778
16.07,13.06,100.0,96.3,84.6,3278.0,25.85460817369912
17.48,15.79,100.0,92.6,76.2,3.24,24.990362692872854
14.66,10.95,100.0,79.6,48.79,8.98,21.8523635031694
13.17,7.89,100.0,93.0,72.7,7.47,25.15274744292974
14.45,12.13,100.0,97.7,92.0,2224.0,26.111618631378924
16.73,14.16,100.0,88.1,66.59,6.611,23.918054420367163
16.06,13.53,100.0,87.2,63.55,8.8,23.718566940180462
16.14,13.41,100.0,87.3,66.46,3644.0,23.702781076774617
14.86,12.72,100.0,95.3,82.9,3294.0,25.612912798291344
15.24,9.72,100.0,90.8,56.32,9.13,24.80956118564211
15.46,8.79,100.0,84.7,53.5,10.23,23.183768429603944
