MaxTemp,MinTemp,Humidity,Radiation,WindSpeed,Rainfall,ET_PM,Sugarcane_Growth
31.34,24.39,89.3,47.23,18.14,29.18,13.2210934,
30.95,24.19,75.9,43.97,24.78,28.62,12.25693925,
28.18,23.41,87.8,56.74,31.86,27.36,15.74484922,
33.17,25.17,90.4,63.04,28.69,28.55,17.5282416,
36.73,26.77,89.8,48.23,16.6,29.85,13.51439189,
33.96,26.11,85.2,52.03,23.77,29.39,14.51263442,
34.16,25.65,83.7,53.93,16.67,28.37,15.11099845,
33.5,24.93,85.7,37.59,6972,30.42,1.95710479,
32.2,23.87,68.61,38.35,10.16,30.04,10.7907923,
32.59,24.46,68.55,40.47,15.41,28.79,11.34914908,
36.41,25.92,75.5,32.19,10.43,30.35,9.055995056,
31.53,25.2,61.41,42.14,28.42,29.11,11.72042285,
31.73,24.12,85.9,56.15,33.14,28.31,15.56865262,
32.9,25.44,89.5,65.46,40.57,28.13,18.06463245,
34.43,26.96,87.7,48.57,24.5,28.85,13.54119928,
36.48,27.7,59.04,33.93,14.08,29.26,9.52372576,
33.51,26.09,66.27,38.24,16.41,29.02,10.71711385,
33.84,26.14,74.4,44.24,19.79,27.78,12.37160295,
36.73,26.71,81.1,50.7,12.94,28.08,14.24008903,
39.11,28.66,77.6,36.24,9.42,27.82,10.20194386,
37.59,26.89,84.6,46.73,7.77,20.69,13.16865413,
30.09,24.7,90,66.4,36.47,26.47,18.37149715,
33.69,26.23,90.6,50.45,24.59,26.55,14.0643679,
35.87,27.24,84.6,50.46,21.65,25.84,14.09384977,
31.35,25.25,88.8,53.97,22.85,25.37,15.06238251,
28.51,23.63,74.5,59.46,44.05,22.84,16.37370549,
30.09,24.11,83.7,62.7,41.39,25.37,17.29431044,
30.28,24.32,88,64.92,36.54,23.5,17.96133075,
30.93,24.8,88.6,64.87,38.12,19.76,17.92955623,
34.56,25.99,89.9,51.94,19.78,25.87,14.52431098,
34.9,26.75,68.44,32.09,10.89,27.46,9.02533779,
31.41,24.23,78.8,46.62,14.08,25.98,13.08456817,
33.44,24.93,77.4,42.47,17.86,26.94,11.89115781,
35.02,25.24,72.5,40.91,12.55,27.32,11.49348372,
31.73,25.31,86,37.65,20.6,26.98,10.52298094,
28.64,23.76,86.5,69.2,49.57,24.61,18.98886631,
30.8,24.1,89,62.87,30.02,25.82,17.46621362,
32.31,24.63,90.2,63.55,34.22,25.88,17.60808749,
29.67,24.05,89.9,65.19,39.72,22.83,17.99967709,
30.28,24.08,91.8,62.88,30.62,25.65,17.46220084,
26.07,20.66,91.1,67.57,38.29,17.36,18.67351797,
25.6,20.32,91,66.68,40.08,25.96,18.40671525,
24.7,21.71,66.33,57.12,45.55,15.02,15.71474665,
27.54,23.67,79.7,66.82,53.29,9.44,18.29353385,
32.33,26.17,71,52.69,30.88,23.21,14.63110322,
34.23,27.49,82.8,41.39,19.86,23.55,11.57389192,
37.92,28.58,83.4,34.68,15.34,21.96,9.725746469,
37.92,28.27,89.6,39.72,10.89,22.77,11.1707458,
31.15,23.97,86.8,46.7,17.54,25.01,13.07781689,
26.98,22.29,90.7,71.6,49.97,24.18,19.642138,
25.86,21.55,89.7,68.89,52.3,21.7,18.8711397,
27.39,21.61,91.3,57.46,29.59,25.03,15.96748052,
28.72,21.7,93.4,55.17,18.61,24.68,15.43889928,
30.34,22.44,89.6,54.04,16.42,24.41,15.14402348,
26.07,21.09,90.2,69.6,49.32,23.24,19.10128106,
25.74,21.06,87.6,64.43,42.75,20.84,17.75584762,
27.64,20.73,87.4,51.08,23.66,24.07,14.24842525,
28.36,20.75,90,58.78,30.36,21.92,16.3263404,
28.45,20.49,91.1,64.87,29.44,16.31,18.02832114,
27.32,21.59,92.6,62.88,32.49,23.03,17.44138157,
25.87,21.7,86.3,56.32,32.01,17.84,15.62681689,
22.55,19.86,87.1,66.86,34.55,5.58,18.52122505,
26.32,20.76,87.9,66.89,42.6,18.24,18.43549423,
28.64,21.05,93.3,70,28.91,17.59,19.46048637,
27.44,20.97,92.2,70.2,39.8,20.71,19.38177737,
26.66,21.33,90.5,73.8,53.76,20.28,20.19756948,
31.88,21.97,93.5,71.6,19.33,18.61,20.02743628,
30.63,21.5,92.8,57,11.83,19.84,16.02060591,
25.54,20.68,89.1,74.2,53.45,17.22,20.31103529,
25.48,20.85,90.1,76.6,53.58,15.3,20.96620925,
22.66,18.15,95,85,67.25,8.25,23.06728873,
25.67,18.28,95.2,77.3,41.69,18.69,21.31635656,
23.65,18.77,93.2,78.9,56.19,10.34,21.56022207,
25.98,19.94,94.4,75.8,49.38,20.69,20.80174755,
29.96,21.6,94.1,64.91,25.25,20.83,18.08757035,
24.28,19.1,94.5,81.6,59.43,15,22.25282612,
27.04,20.31,91.6,72.7,36.89,20.42,20.10900241,
23.04,18.98,91.8,70.4,50.14,16.37,19.31072117,
26.91,20.35,92.4,65.16,34.49,20.59,18.05085537,
28.04,20.17,91.7,64.82,29.24,20.24,18.01668983,
27.91,20.08,94.8,72.1,37.15,19.56,19.93962646,
21.34,18.22,93,82.1,66.87,7.61,22.28567057,
24.62,18.91,93,69.85,41.08,18.45,19.26946902,
23.97,17.58,91,70.5,36.91,16.92,19.50020398,
25.26,17.79,93,69.11,34.76,19.64,19.1417436,
26.26,18.71,91.7,66.71,34.16,16.86,18.48410902,
26.99,19.34,88.2,60.2,29.11,17.52,16.73406777,
26.59,19.69,82.6,60.35,32.77,17.79,16.73700635,
24.22,18.93,92.5,74.2,52.46,17.85,20.32340335,
25.14,18.71,94.5,78.7,45.59,18.33,21.64912565,
18.96,14.49,94.6,79.8,60.23,8.5,21.75100003,
20.34,15.09,90.5,63.3,36.05,12.12,17.51822651,
21.58,15.81,91.8,73.8,52.76,14.97,20.21000859,
21.45,16.9,92.7,75.7,51.87,16.63,20.74185732,
21.33,17.11,87.3,72.4,50.83,13.29,19.85086581,
21.2,16.2,92.4,80.1,55.81,11.65,21.89331822,
23.37,16.29,93.8,68.97,35.25,17.12,19.09698168,
20.69,15.16,92.2,76.9,49.12,6875,21.10707075,
17.51,14.98,94.8,86.7,76.9,2687,23.38826852,
21.91,15.02,94.1,77.4,38.85,17.24,21.38228368,
20.47,14.88,94.4,82.6,58.67,14.86,22.53615749,
24.1,16.02,94.3,75.4,37.78,15.98,20.84389897,
25.15,16.64,83.2,60.02,21.21,14.93,16.76836338,
17.98,14.13,91,78.6,57.91,4.02,21.45513668,
18.37,12.87,92.7,78.4,52.97,9.96,21.46676216,
19.47,13.54,93.5,76.7,46.03,13.26,21.09307551,
15.46,13.16,90.4,75.5,60.52,6.946,20.5753696,
17.97,14.6,92.1,72.5,59.77,7.3,19.76704799,
21.08,14.52,92.5,76.2,39.39,8.64,21.04363165,
22.13,13.22,89.4,67.55,23.68,14.57,18.84210654,
16.44,11.12,91,57.84,33.14,15.57,16.03670045,
18.22,10.42,92.7,64.26,28.62,15.22,17.86793993,
18.1,12.04,90.2,70.8,36.68,15.09,19.58595756,
17.37,11.78,90.9,79.8,56.31,8.93,21.80446936,
19.09,11.33,90.9,69.19,38.33,14.81,19.12057461,
22.06,12.4,94.8,68.62,24.61,14.91,19.129092,
19.14,12.7,95.3,81.7,51.17,13.89,22.39551656,
18.57,11.95,93.8,80.3,51.11,11.35,22.01262778,
21.26,11.01,95.5,77.9,36.12,14.31,21.55758629,
21.44,13.02,93,69.41,29.48,12.37,19.28937984,
17.45,12.75,92.8,81.9,64.1,8.26,22.26963445,
20.53,11.02,94.4,77.5,37.79,13.73,21.42424034,
21.61,12.52,94.5,70.7,22.82,12.12,19.73148324,
17.82,13.04,95.2,80.2,56.56,11.26,21.91018654,
21.87,11.82,94.5,70.1,30,13.45,19.4746488,
18.23,10.39,86.4,58.92,27.96,13.35,16.39013081,
16.38,8.28,89.5,65.67,33.88,13.29,18.19907919,
15.85,7.69,94,75.8,36.21,12.44,20.97525176,
17.24,8.12,93.3,77.9,39.21,12.43,21.5154677,
18.51,11.41,91.7,61.12,29.83,7.4,16.98178925,
23.55,16.13,75.1,51.66,24.82,10.47,14.39974683,
17.92,14.7,93.1,77.1,53.53,4627,21.10339828,
16.53,10.95,92.4,85.1,59.32,5047,23.2088238,
16.91,9.27,94.2,71,26.96,11.92,19.76288745,
12.56,9.28,90.2,75.8,61.12,5805,20.64932352,
12.69,10.52,82,63.19,45.26,4449,17.38641761,
14.54,9.78,90,59.14,39.66,7.38,16.32953646,
14.8,7.75,91.5,74.6,44.08,8.85,20.54077968,
16.38,7.66,92.8,73.9,33.62,11.55,20.48314107,
16.99,7.75,93.5,75,34.42,11.71,20.77746692,
16.97,8.26,94.5,77.6,42.66,11.32,21.38590365,
17.78,8.06,95.7,79,32.74,11.46,21.9089096,
16.71,8.4,94.6,75.5,42.14,11.31,20.81399463,
19.76,9.28,94.7,69.96,27.55,10.94,19.46608203,
19.17,10.06,92.7,72.5,37.13,11.49,20.05045131,
19.36,9.34,94.4,77.3,35.28,11.48,21.40295599,
20.02,9.81,90.6,61.2,20.63,11.41,17.10415201,
18.84,10.98,88.3,65.94,35.29,10.85,18.25763356,
21.4,11.72,88,63.77,32.15,10.77,17.69206043,
22.95,15.54,70.9,47.11,26.61,11.35,13.11665239,
19.49,9.52,89.6,60.29,25.23,11.42,16.80038315,
16.58,6919,92.4,67.59,20.31,11.53,417.0456373,
15.34,6834,95.3,70.2,23.9,10.92,304.921309,
13.47,8.16,94,78.3,49.64,10.53,21.48414472,
11.57,6724,93,82.1,58.75,6011,1026.419897,
14.34,5565,95.7,75.3,32.7,11.2,301.7455471,
8.58,4872,90.9,73.5,60.38,5468,923.9255646,
10.77,6.13,91,74.9,44.9,8.45,20.61269796,
10.85,6924,93.5,79.1,64.09,6447,1066.641292,
10.57,9.52,78,73,67.5,3108,19.80809641,
13.02,10.48,90.9,77.8,63.68,3992,21.1603484,
13.29,10.78,91.1,75.8,62.68,4353,20.62923799,
15.34,10.39,93.9,73.6,50.27,7.23,20.18658877,
14.34,7.34,95.3,82.9,54.4,10.51,22.67841004,
12.56,7.26,94.5,88.4,67.28,5022,23.98938134,
11.43,7.97,92.1,79.8,64.43,4752,21.69409562,
13.94,5447,94.9,74.4,34.56,10.9,362.8874965,
13.8,5.338,95.6,80.9,49.44,10.64,22.2002751,
15.47,6.212,95.3,74.6,30.5,11.02,20.71815039,
14.74,6284,94.4,73.6,39.75,11.17,531.4272486,
12.49,4874,95.5,84.3,51.17,10.66,404.7433346,
14.37,7.26,95.5,79.8,57.91,5471,21.78244879,
13.3,7.92,95.6,76.2,52.97,2692,20.86423278,
13.55,5856,92.7,70.8,34.63,10.92,556.170082,
17.05,6881,93,72.9,27.76,10.72,516.3366859,
20.43,11.19,92,75.8,39.26,11.34,20.93487455,
19.82,10.49,93.4,74.7,39.34,11.32,20.62998259,
12.02,9.26,95,89.4,75.7,3792,24.13441536,
15,10.84,94.4,84.2,57.52,7.41,22.98914195,
15.93,10.61,94.2,83.7,56.33,7.58,22.86965972,
16.58,10.59,95.8,71.4,44.81,11.4,19.65055001,
15.07,7.91,92.5,59.78,19.85,12.16,16.71559167,
15,6069,94.2,76.4,39.43,11.94,525.901189,
14.01,7.41,94.4,81.1,53.36,4.69,22.20049101,
15.52,8.09,89.6,64.54,40.82,11.87,17.8074879,
19.11,12.71,74.4,51.51,33.02,11.71,14.28317938,
19.76,10.03,85.6,58.79,24.89,12.47,16.38602505,
21.22,11.49,85.6,62.98,25.42,12.34,17.54794032,
18.36,10.57,89.9,71.4,44.52,12.38,19.65432204,
18.9,10.83,90.7,70.5,46.66,12.63,19.38042199,
20.02,10.19,90.3,70.1,32.34,12.87,19.44577416,
23,11.76,86.3,62.06,19.83,12.94,17.35347713,
15.93,9.52,91.9,67.67,42.16,12.64,18.65525035,
15.13,7.72,94.4,76.1,40.16,12.42,21.00566257,
13.42,8.26,92.9,80.8,61.68,7.43,22.00362108,
12.1,6573,94.1,81.1,63.15,5152,907.4802561,
12.81,7.06,94.4,78.4,57.2,9.03,21.4098309,
15.72,7.42,95.5,74.5,33.42,13.16,20.6520133,
15.58,7.73,93.8,73.4,44.35,13.07,20.20687704,
18.96,8.73,93,68.4,24.89,13.69,19.06436352,
14.85,7.87,93.7,77.5,50.47,12.52,21.25356681,
15.65,7.72,96.3,78.8,48.2,13.56,21.64086992,
16.12,8.99,93.8,65.2,31.35,13.15,18.09781189,
15.32,8.01,94.7,80,49.13,13.23,21.95762006,
19.1,9.82,94.1,70.8,26.02,13.94,19.71904589,
17.69,9.22,93.9,73.6,40.99,14.5,20.30497307,
19.15,9.49,94.2,70.7,32.87,14.9,19.60551736,
16.05,8.85,90.6,68.07,36.15,15.02,18.83702382,
15.52,9.11,92.7,72.7,46.88,15.28,19.98232657,
14.66,9.43,85.5,68.02,35.29,14.93,18.83354829,
13.53,8.71,82.5,69.5,46.88,15.3,19.10301913,
12.61,8.64,82,65.07,49.88,13.4,17.85169975,
12.16,8.88,84.4,65.84,48.63,7.51,18.07707089,
10.51,8.68,79,69.31,59.77,5.333,18.89755917,
13.48,10.87,83.8,69.29,52.15,6402,18.98234529,
16.05,11.5,87.2,69.77,49.46,10.07,19.14608776,
12.62,8.97,92.5,81.3,62.08,6905,22.13426997,
11.1,9.36,79.6,70,62.3,5.717,19.05560069,
12.62,10.28,94,84.8,74.8,3.191,22.90540789,
12.95,9.52,95,91.3,72.5,6164,24.69621542,
18.43,11.46,95.4,81.3,42.59,13.88,22.40657236,
13.28,10.95,92.2,84.5,72,5556,22.86406803,
12.69,9.9,86.9,76.3,63.74,7.15,20.75172762,
14.59,10.8,92.5,77,62.25,11.33,20.96139886,
13.67,9.88,94.4,91.1,79.8,7.57,24.531185,
16.71,11.1,94.8,85.1,62.7,9.51,23.1598347,
19.29,12.13,95.1,83.3,50.3,15.63,22.84658899,
20.2,12.72,94,72.5,34.73,17.04,20.08096513,
18.54,11.12,94.4,82.7,52.9,14.76,22.64505422,
18.09,11.25,94.1,79,45.18,9.04,21.73718167,
19.67,11.68,94,75,42.18,18.31,20.67567971,
21.18,12.61,91.4,68.72,35.84,18.36,19.020676,
23.3,13.27,93.8,64.2,25.74,19.33,17.88406788,
18.22,12.8,82.8,59.09,20.46,14.77,16.51637,
12.67,7.26,52.3,29.6,11.39,20.36,8.322039982,
13.07,5609,85.3,40.96,13.72,20.43,423.158908,
20.6,13.24,85.3,26.44,9.78,20.49,7.441194355,
19.93,13.48,94.1,37.13,9.59,20.52,10.45092194,
20.2,11.21,91.9,51.61,25.81,20.05,14.3762956,
17.19,12.1,77.5,46.16,18.44,7.82,12.91907454,
24.88,16.24,73.8,50.89,27.19,20.39,14.16380557,
25.35,16.07,83.2,50.8,24,21.07,14.16727908,
23.1,15.4,82.3,57.79,31.32,18.33,16.0416913,
25.01,15.5,86.8,58.38,28.45,19.44,16.23495699,
26.29,17.16,82,48.66,9.78,15.71,13.69470327,
23.82,14.5,77.6,50.37,21.08,20.98,14.07364599,
23.16,15.25,82.9,50.39,19.55,18.77,14.0929145,
20.67,14.12,68.39,44.58,23.88,20.87,12.43383307,
18.28,11.78,78.1,57.23,33,21.8,15.86929136,
10.18,8.85,91.9,88.2,77.6,2768,23.78261869,
16.56,10.73,93.3,77.1,47.18,20.36,21.18769766,
21.4,13.24,92.9,49.32,13.37,23.45,13.84828183,
12.26,8.77,64.9,37.32,21.57,23.05,10.42421165,
18.22,10.79,67.52,33.78,13.65,24.1,9.483430124,
20.15,11.82,83.1,49.5,22.08,22.77,13.82157348,
22.45,14.36,84,45.52,17.76,23.78,12.74547903,
19.23,14.61,62.88,45.47,32.54,18.23,12.61258927,
24.35,16.25,83.1,51.69,28.72,23.58,14.37220225,
20.22,13.73,93.9,67.69,38.06,14.61,18.7091937,
22.11,15.05,88.4,54.56,31.35,23.83,15.14464366,
20.46,14.2,55.12,28.23,9.11,25.36,7.948608982,
21.2,13.06,71.3,40.28,22.36,24.66,11.24539947,
20.45,12.38,75.7,42.54,15.45,25.78,11.92882041,
24.29,14.77,59.54,33.16,11.51,25.68,9.322339964,
19.28,12.88,69.85,48.98,29.68,25.34,13.61059031,
20.78,12.87,88.9,60.32,36.2,25.28,16.69196948,
27.73,17.66,93,46.59,12.7,23.34,13.08740927,
25.24,16.73,66.05,43.75,17.62,13.82,12.251351,
18.78,16.06,68.12,55.55,40.21,11.18,15.33374851,
23.85,20.11,63.04,48.47,35.19,15.79,13.4225141,
22.98,18.02,83.7,51.13,22.61,21.01,14.27194501,
18.95,13.18,69.42,41.28,18.3,23.6,11.55448001,
17.82,11.23,72.3,46.1,24.29,21.07,12.8542331,
20.46,12.95,70.8,44.94,22.15,26.58,12.54799911,
21.31,13.24,86.3,48.71,20.95,23.86,13.61078541,
18.74,12.65,92.3,56.94,27.01,24.8,15.84884673,
18.89,12.48,90.7,53.24,23.16,13.7,14.85546702,
22.85,16.1,90.9,48.28,14.83,22.21,13.54359449,
20.01,15.33,84.1,46.2,24.35,22.14,12.88148891,
17.76,13.11,79.7,52.95,41.07,24.04,14.60772645,
18.1,13.67,83.8,50.14,28.95,21.69,13.93907814,
19.74,15.01,54.84,39.73,25.28,27.72,11.07158584,
22.84,15.42,69.81,43.42,25,27.61,12.10172077,
24.15,16.77,74.7,46.73,26.99,27.71,13.00766885,
26.66,19.21,73.2,45.37,27.25,26.84,12.62718849,
23.22,17.37,75.8,44.81,28.39,28.46,12.46211928,
25.47,17.35,58.64,33.8,12.36,28.52,9.497156503,
25.35,16.68,64.69,33.75,13.3,28.22,9.477318666,
26.27,18.35,75.1,40.14,12.84,22.64,11.27481339,
22.44,17.4,83.3,49.85,29.39,28.67,13.85469486,
22.89,16.26,72.6,44.15,16.95,28.74,12.36850133,
21.84,15.03,82,55.8,34.51,28.61,15.45798345,
23.89,16.33,84.3,54.02,23.87,25.65,15.06646879,
23.95,16.85,69.06,46,23.14,25.64,12.83602363,
25.73,18.27,75.8,47.87,20.22,27.3,13.38262032,
25.79,19.12,71.8,49.5,27.27,24.99,13.77640113,
25.61,18.75,72.8,40.66,13.7,24,11.41460737,
24.3,19.8,40.41,34.75,28,22.23,9.667999493,
17.38,13.76,94,81.7,35.21,4348,22.62225297,
20.67,14.99,94.2,79.1,56.1,18.18,21.61597356,
18.95,14.01,88.3,56.19,32.2,26.96,15.58863038,
18.5,13.76,93.4,72.3,39.93,7.88,19.95974045,
20.6,14.23,93.7,70.5,41.91,20.19,19.43849434,
22.78,16.21,92.3,65.9,33.78,23.38,18.26400969,
24.88,17.38,93.9,63.78,27.86,24.12,17.74309861,
22.18,17,89.6,59.39,35.45,21.2,16.44246798,
24.02,16.91,91.2,56.75,24.8,28.06,15.81831826,
24.02,16.58,86.6,64.33,33.17,20.5,17.83599038,
21.99,16.48,88.1,61.81,37.91,12.94,17.08585033,
21.32,16.04,75.5,49.61,29,22.66,13.79157517,
23.64,17.43,81,47.84,26.27,22.12,13.32257264,
25.92,18.64,82.5,50.01,27.11,29.12,13.91942416,
27.18,20.14,85.7,52.66,26.05,27.95,14.66681803,
28.44,22.24,80,43.26,22.19,27.54,12.07870689,
25.61,20.01,84.3,44.88,16.48,28.93,12.57665866,
21.58,17.39,65.8,44.33,18.43,18.8,12.40728939,
20.39,16.52,83.9,52.8,31.86,20.68,14.65148923,
21.46,15.83,86.6,57.72,28.8,16.37,16.04781709,
22.05,16.19,84.6,53.24,33.39,21.56,14.75924429,
25.15,17.94,73.8,46.82,26.73,29.87,13.03494469,
25.8,20.02,81.5,50.12,24.13,28.38,13.97658824,
23.43,17.88,93,61.02,31.64,26.91,16.93454013,
21.91,17.66,91,59.14,33.85,16.38,16.38983473,
25.92,19.5,75.3,47.63,23.99,27.4,13.28359005,
25.94,19.29,82.2,49.53,27.65,23.87,13.78111384,
26,19.17,84.8,55.29,28.85,26.96,15.37188098,
29.69,21.38,89.3,50.92,23.26,29.04,14.20739296,
24.35,19.01,89.2,68.02,45.74,23.81,18.70973972,
25.69,19.06,92.1,59.31,30.05,26.25,16.47667874,
23.89,17.92,91.1,63.15,31.58,30.49,17.52639061,
21.41,17.38,80.6,63.93,48.3,23.39,17.55676978,
24.35,18.85,84.6,61.67,39.88,27.28,17.02613964,
24.35,18.49,91.1,71,41.22,17.25,19.58505505,
25.81,19.58,94.8,64.39,40.82,22.36,17.7661004,
28.63,21.95,85.1,49.64,28.57,29.9,13.80363177,
32.99,24.4,83.8,41.34,14.41,30.88,11.60017037,
32.99,24.36,90.1,45.92,14.21,31.53,12.88680448,
33.51,25.52,43.32,26.74,18,31.45,7.48753439,
28.11,22.22,78.5,42.27,23.33,29.66,11.79376815,
28.24,21.46,92.7,55.45,30.5,31.05,15.39997588,
29.89,22.98,72.9,44.2,26.91,30.88,12.30443705,
30.02,22.92,73.7,40.13,17.08,30.99,11.24161028,
30.09,23.4,52.34,34.47,16.56,31.59,9.6598808,
31.61,24.2,67.02,38.97,11.03,30.01,10.95915611,
30.88,24.14,87.9,47.75,26.54,28.62,13.29520911,
33.38,25.11,91.7,46.01,14.94,30.98,12.90598356,
32.07,25.83,67.14,38.49,22.32,30.46,10.74663844,
31.28,24.92,77.2,48.87,29.02,29.82,13.58608658,
32.27,24.76,72.8,48.85,26.97,30.11,13.5984191,
31.27,24.01,75.6,51.58,28.89,30.1,14.34064812,
31.21,24.31,74,45.39,23.51,29.94,12.66304705,
33.7,24.4,78.5,46.47,21.51,21.24,12.98075132,
34.7,25.34,84.8,43.91,16.87,29.98,12.30191275,
36.22,25.9,88.7,48.48,11.62,30.3,13.6279308,
36.21,26.63,86.2,40.75,12.02,30.61,11.45215291,
30.62,24.05,87.5,60.51,35.08,29.89,16.75677419,
35.23,25.56,89.3,58.89,17.99,28.84,16.486634,
36.15,28.56,87.4,36.05,14.61,30.7,10.11451174,
31.86,25.8,68.28,37.46,18.41,30.17,10.48506419,
29.3,23.26,91.9,67.27,48.1,28.87,18.4759896,
30.8,23.88,94.7,70.4,45.84,28.08,19.36299236,
33.63,24.72,93.8,66.7,28.42,26.44,18.5489064,
36.8,26.8,95.3,45.41,9.56,30.86,12.78175998,
35.75,27.2,67.33,31.75,10.69,30.46,8.930903801,
28.18,22.81,85.3,63.34,41.8,26.64,17.46613892,
24.69,20.56,89.9,74.3,54.13,14.48,20.32968004,
24.95,20.84,81.8,66.11,49.79,21.67,18.13858493,
24.5,20.73,89.4,68.57,55.06,12.14,18.75101286,
31.01,23.19,88.1,64.83,34.08,29.02,17.96438964,
30.09,23.28,89.9,65.07,31.29,29.36,18.06274657,
30.95,24.59,87.1,56.23,28.56,25.27,15.63617191,
35.75,26.64,73.1,43.36,18.33,27.15,12.13692022,
30.87,24.98,83.8,60.4,34.64,26.41,16.73119112,
29.56,23.09,90.8,68.49,42.58,27.65,18.87663181,
34.36,24.92,72,49.9,25.43,28.86,13.90438095,
35.75,27.16,71.8,46.74,21.98,27.83,13.05264462,
36.15,27.22,71.4,36.87,13.22,29.51,10.35417514,
34.49,27.83,60.35,36.19,21.05,28.95,10.11309485,
34.7,27.47,74.7,44.95,17.66,28.94,12.58726299,
35.23,26.96,79.3,48.98,18.39,28.95,13.7091624,
32.6,25.38,83.5,58.83,37.33,28.08,16.26868052,
32.92,25.6,91.2,62.89,34.01,27.09,17.42751269,
36.08,26.91,87.7,51.05,12.22,28.85,14.34485412,
35.88,28.36,53.84,29.89,15.07,28.3,8.384775955,
29.63,24.88,92.2,67.55,41.39,28.07,18.63149563,
31.42,24.89,91.3,59.1,29.9,28.52,16.4200484,
35.09,27.23,80.2,36.54,19.45,27.47,10.22053249,
35.95,27.82,56.69,34.02,17.13,27.63,9.530595871,
37.72,28.13,62.42,34.64,13.54,27.93,9.726283864,
38.25,28,66.7,35.62,12.81,26.16,10.0059623,
31.14,25.59,88.6,45.95,20.22,27.94,12.84571984,
31.39,24.93,91.5,67.52,41.51,27.37,18.62187992,
34.03,25.77,90.5,60.63,24.59,27.08,16.90225492,
35.97,26.37,88.8,53.4,14.68,27.98,14.98147583,
39.31,28.36,61.24,34.28,12.41,27.98,9.632209129,
33.91,27.3,85.9,49.07,24.64,26.71,13.67944795,
32.98,25.6,92.1,70.4,35.07,25.49,19.49540276,
30.81,24.38,89.1,45.12,18.08,26.89,12.63094016,
30.49,22.92,91.5,61.61,21.33,25.31,17.21114666,
32.19,25.85,82.8,45.51,24.44,26.89,12.6887416,
31.86,24.66,82.9,57.9,34.02,26.16,16.04507147,
32.25,24.5,81.7,59.85,31.23,20.6,16.61484047,
29.36,23.73,88.2,63.65,44.92,26.43,17.5170242,
30.47,23.79,90.7,71.3,44.44,25.62,19.62808128,
33.38,25.1,87.1,69.96,34.53,20.49,19.38047136,
30.09,24.27,87.1,70.6,44.32,20.36,19.43708465,
30.54,23.88,91,68.06,38.79,22.35,18.80308997,
31.53,23.83,90.7,69.23,35.8,23.86,19.16257716,
30.22,23.37,91.1,67.59,35.35,25.84,18.71393353,
28.71,22.71,89.9,63.9,39.7,24.45,17.64369095,
28.24,22.26,90.7,70,43.06,25.52,19.28692572,
28.97,21.93,91.9,62.94,31.83,25.43,17.46539017,
30.02,22.81,91.4,60.68,33.77,25.9,16.81759042,
31.92,23.83,94.9,55.17,16.8,25.24,15.45680788,
30.76,23.53,90.9,53.88,24.79,24.49,15.01856503,
31.46,23.06,91.2,62.29,20.85,24.59,17.40646553,
33.96,25.55,96.4,43.71,13.15,19.71,12.27483203,
34.58,26.75,73.4,34.64,16.47,20.66,9.707736909,
33.25,24.99,80.6,36.22,16.41,24.54,10.15062011,
32.05,24.31,66.54,39.35,21.32,24.8,10.99367888,
27.64,22.52,84,64.47,44.06,21.07,17.75247259,
27.41,22.34,86,71.8,48.8,12.39,19.71177855,
29.63,24.24,89.8,65.28,43.74,19.65,17.97887079,
27.98,21.73,93.1,76.5,44.32,14.95,21.06092499,
30.55,22.95,93.6,64.64,31.16,19.12,17.94470728,
27.85,21.58,87.6,71.1,38.56,16.52,19.64588665,
25.52,19.94,87.7,67.63,39.94,21.66,18.6707441,
26.79,19.18,92.2,71.7,42.6,22.34,19.76090722,
29.75,20.84,93.6,57.97,18.27,23.59,16.22597997,
28.57,20.96,88.7,61.66,37.81,23.09,17.04559816,
28.5,20.11,94.4,71.5,32.35,20.35,19.83400926,
28.64,20.7,95.5,74.7,41.33,17.4,20.60409014,
28.11,21.73,94.3,69.81,40.73,15.33,19.26268877,
27.98,21.4,94.7,69.32,43.19,18.21,19.09777581,
31,22.03,95.4,71.9,37.59,20.31,19.87878301,
28.7,21.92,94.3,59.42,27.52,18.82,16.53380754,
22.26,18.54,88.5,74,59,9.21,20.18601971,
25.21,18.92,93.6,78.8,46.8,13.85,21.66016886,
22.72,15.85,95,86.9,66.06,10.05,23.60033929,
21,16.09,95.6,84.9,60.86,11.23,23.13196635,
17.58,15.27,94.4,85.2,73.2,5763,23.03632353,
18.44,16.36,91.2,77.4,68.5,9.84,20.98867056,
20.47,16.85,87.6,73.8,51.69,10.5,20.22376211,
21.6,16.18,93.2,70.2,40.31,20.33,19.37539132,
23.89,15.57,95.6,74.6,40.02,19,20.59348798,
26.21,17.24,93.6,67.86,26.53,16.74,18.89413509,
25.47,17.33,92.5,68.75,29.78,17.44,19.1023808,
19.55,15.02,91.4,75,54.15,13.91,20.52071842,
23.29,15.21,93.2,75,40.71,19.56,20.69496119,
25.79,16.86,93.9,72.2,33.76,19.06,20.01024274,
25.41,16.94,93.9,74.3,37.91,15.19,20.53815238,
21.54,16.07,92.8,72.3,48.49,8.23,19.85236147,
15.54,13.44,92.8,77.8,63.82,3071,21.1584863,
19.69,17.72,92.9,81.4,68.26,6187,22.07656433,
19.96,18.31,92.4,86.1,78.9,4257,23.19796786,
25.03,19.2,92.5,76.7,39.43,12.41,21.18124939,
22.72,16.62,95.6,83.8,59.67,11.64,22.84924737,
